Time,BNO055_AX,BNO055_AY,BNO055_AZ
2015-06-12 13:41:36.304041,-512,412,864
2015-06-12 13:41:36.403490,-504,392,832
2015-06-12 13:41:36.502939,-488,320,772
2015-06-12 13:41:36.602388,-424,524,748
2015-06-12 13:41:36.701837,-456,532,900
2015-06-12 13:41:36.801286,-460,532,904
2015-06-12 13:41:36.900735,-464,476,932
2015-06-12 13:41:37.000184,-460,512,944
2015-06-12 13:41:37.099633,-380,580,884
2015-06-12 13:41:37.199082,-300,632,652
2015-06-12 13:41:37.298531,-200,664,476
2015-06-12 13:41:37.397980,0,648,636
2015-06-12 13:41:37.497429,76,584,708
2015-06-12 13:41:37.596878,68,676,800
2015-06-12 13:41:37.696327,-232,652,1052
2015-06-12 13:41:37.795776,-260,664,1028
2015-06-12 13:41:37.895225,-240,668,904
2015-06-12 13:41:37.994674,-156,628,800
2015-06-12 13:41:38.094123,-28,580,832
2015-06-12 13:41:38.193572,32,528,764
2015-06-12 13:41:38.293021,60,504,752
2015-06-12 13:41:38.392470,20,524,840
2015-06-12 13:41:38.491919,48,564,912
2015-06-12 13:41:38.591368,36,636,804
2015-06-12 13:41:38.690817,44,680,772
2015-06-12 13:41:38.790266,40,628,808
2015-06-12 13:41:38.889715,12,636,888
2015-06-12 13:41:38.989164,40,684,844
2015-06-12 13:41:39.088613,-92,588,900
2015-06-12 13:41:39.188062,-20,652,808
2015-06-12 13:41:39.287511,-48,692,788
2015-06-12 13:41:39.386960,20,664,784
2015-06-12 13:41:39.486409,128,652,764
2015-06-12 13:41:39.585858,100,680,720
2015-06-12 13:41:39.685307,148,712,808
2015-06-12 13:41:39.784756,96,712,876
2015-06-12 13:41:39.884205,68,748,892
2015-06-12 13:41:39.983654,68,672,776
2015-06-12 13:41:40.083103,120,600,796
2015-06-12 13:41:40.182552,112,552,832
2015-06-12 13:41:40.282001,104,540,896
2015-06-12 13:41:40.381450,84,540,984
2015-06-12 13:41:40.480899,128,568,864
2015-06-12 13:41:40.580348,164,624,792
2015-06-12 13:41:40.679797,248,632,720
2015-06-12 13:41:40.779246,292,600,712
2015-06-12 13:41:40.878695,248,640,708
2015-06-12 13:41:40.978144,308,704,748
2015-06-12 13:41:41.077593,292,676,760
2015-06-12 13:41:41.177042,332,692,752
2015-06-12 13:41:41.276491,304,680,724
2015-06-12 13:41:41.375940,324,616,824
2015-06-12 13:41:41.475389,328,672,804
2015-06-12 13:41:41.574838,272,660,780
2015-06-12 13:41:41.674287,296,608,816
2015-06-12 13:41:41.773736,300,592,800
2015-06-12 13:41:41.873185,304,560,812
2015-06-12 13:41:41.972634,284,500,800
2015-06-12 13:41:42.072083,356,504,812
2015-06-12 13:41:42.171532,316,680,708
2015-06-12 13:41:42.270981,312,652,784
2015-06-12 13:41:42.370430,348,592,840
2015-06-12 13:41:42.469879,292,636,808
2015-06-12 13:41:42.569328,260,652,772
2015-06-12 13:41:42.668777,208,640,856
2015-06-12 13:41:42.768226,212,616,800
2015-06-12 13:41:42.867675,212,664,756
2015-06-12 13:41:42.967124,232,672,792
2015-06-12 13:41:43.066573,196,720,692
2015-06-12 13:41:43.166022,168,724,792
2015-06-12 13:41:43.265471,172,672,912
2015-06-12 13:41:43.364920,208,644,760
2015-06-12 13:41:43.464369,236,628,732
2015-06-12 13:41:43.563818,248,640,784
2015-06-12 13:41:43.663267,228,584,900
2015-06-12 13:41:43.762716,216,512,860
2015-06-12 13:41:43.862165,236,504,880
2015-06-12 13:41:43.961614,160,536,872
2015-06-12 13:41:44.061063,72,580,936
2015-06-12 13:41:44.160512,96,596,1064
2015-06-12 13:41:44.259961,96,572,892
2015-06-12 13:41:44.359410,168,516,780
2015-06-12 13:41:44.458859,176,504,812
2015-06-12 13:41:44.558308,168,564,892
2015-06-12 13:41:44.657757,184,528,884
2015-06-12 13:41:44.757206,196,540,848
2015-06-12 13:41:44.856655,100,548,816
2015-06-12 13:41:44.956104,84,340,952
2015-06-12 13:41:45.055553,16,288,980
2015-06-12 13:41:45.155002,-24,296,1028
2015-06-12 13:41:45.254451,-96,364,1020
2015-06-12 13:41:45.353900,-144,348,976
2015-06-12 13:41:45.453349,-152,332,984
2015-06-12 13:41:45.552798,-200,376,932
2015-06-12 13:41:45.652247,-200,344,832
2015-06-12 13:41:45.751696,-204,360,932
2015-06-12 13:41:45.851145,-240,504,996
2015-06-12 13:41:45.950594,-268,596,1012
2015-06-12 13:41:46.050043,-360,640,820
2015-06-12 13:41:46.149492,-368,368,892
2015-06-12 13:41:46.248941,-336,204,976
2015-06-12 13:41:46.348390,-376,188,956
2015-06-12 13:41:46.447839,-340,376,968
2015-06-12 13:41:46.547288,-344,516,880
2015-06-12 13:41:46.646737,-284,536,952
2015-06-12 13:41:46.746186,-204,584,868
2015-06-12 13:41:46.845635,-172,620,852
2015-06-12 13:41:46.945084,-120,564,896
2015-06-12 13:41:47.044533,48,496,852
2015-06-12 13:41:47.143982,148,564,660
2015-06-12 13:41:47.243431,228,640,672
2015-06-12 13:41:47.342880,304,576,840
2015-06-12 13:41:47.442329,336,448,876
2015-06-12 13:41:47.541778,372,408,848
2015-06-12 13:41:47.641227,412,416,876
2015-06-12 13:41:47.740676,408,440,804
2015-06-12 13:41:47.840125,404,456,848
2015-06-12 13:41:47.939574,360,456,832
2015-06-12 13:41:48.039023,360,592,740
2015-06-12 13:41:48.138472,360,640,696
2015-06-12 13:41:48.237921,356,636,744
2015-06-12 13:41:48.337370,328,596,816
2015-06-12 13:41:48.436819,320,584,764
2015-06-12 13:41:48.536268,252,612,832
2015-06-12 13:41:48.635717,264,612,812
2015-06-12 13:41:48.735166,172,656,816
2015-06-12 13:41:48.834615,176,700,836
2015-06-12 13:41:48.934064,144,672,848
2015-06-12 13:41:49.033513,152,664,852
2015-06-12 13:41:49.132962,148,664,808
2015-06-12 13:41:49.232411,128,636,796
2015-06-12 13:41:49.331860,124,652,828
2015-06-12 13:41:49.431309,116,652,828
2015-06-12 13:41:49.530758,124,648,864
2015-06-12 13:41:49.630207,108,608,808
2015-06-12 13:41:49.729656,80,620,820
2015-06-12 13:41:49.829105,60,648,828
2015-06-12 13:41:49.928554,32,672,912
2015-06-12 13:41:50.028003,-8,644,980
2015-06-12 13:41:50.127452,-28,616,984
2015-06-12 13:41:50.226901,0,608,892
2015-06-12 13:41:50.326350,92,632,752
2015-06-12 13:41:50.425799,184,624,608
2015-06-12 13:41:50.525248,284,572,728
2015-06-12 13:41:50.624697,304,552,752
2015-06-12 13:41:50.724146,304,564,804
2015-06-12 13:41:50.823595,288,632,820
2015-06-12 13:41:50.923044,280,672,800
2015-06-12 13:41:51.022493,264,660,796
2015-06-12 13:41:51.121942,280,616,768
2015-06-12 13:41:51.221391,288,612,744
2015-06-12 13:41:51.320840,284,632,760
2015-06-12 13:41:51.420289,252,640,756
2015-06-12 13:41:51.519738,320,636,816
2015-06-12 13:41:51.619187,316,592,836
2015-06-12 13:41:51.718636,328,572,792
2015-06-12 13:41:51.818085,320,584,796
2015-06-12 13:41:51.917534,324,604,804
2015-06-12 13:41:52.016983,304,592,824
2015-06-12 13:41:52.116432,304,620,824
2015-06-12 13:41:52.215881,320,616,816
2015-06-12 13:41:52.315330,328,628,772
2015-06-12 13:41:52.414779,308,628,820
2015-06-12 13:41:52.514228,320,652,816
2015-06-12 13:41:52.613677,288,632,784
2015-06-12 13:41:52.713126,284,688,816
2015-06-12 13:41:52.812575,268,668,792
2015-06-12 13:41:52.912024,240,652,792
2015-06-12 13:41:53.011473,236,664,756
2015-06-12 13:41:53.110922,244,672,768
2015-06-12 13:41:53.210371,240,660,776
2015-06-12 13:41:53.309820,244,668,776
2015-06-12 13:41:53.409269,240,668,784
2015-06-12 13:41:53.508718,236,664,784
2015-06-12 13:41:53.608167,236,664,772
2015-06-12 13:41:53.707616,236,664,780
2015-06-12 13:41:53.807065,232,668,764
2015-06-12 13:41:53.906514,232,664,768
2015-06-12 13:41:54.005963,228,664,792
2015-06-12 13:41:54.105412,180,696,832
2015-06-12 13:41:54.204861,212,656,856
2015-06-12 13:41:54.304310,228,628,768
2015-06-12 13:41:54.403759,248,644,836
2015-06-12 13:41:54.503208,304,584,712
2015-06-12 13:41:54.602657,76,488,552
2015-06-12 13:41:54.702106,228,684,1308
2015-06-12 13:41:54.801555,296,552,956
2015-06-12 13:41:54.901004,248,520,888
2015-06-12 13:41:55.000453,204,552,708
2015-06-12 13:41:55.099902,244,664,636
2015-06-12 13:41:55.199351,256,668,764
2015-06-12 13:41:55.298800,212,640,836
2015-06-12 13:41:55.398249,188,652,844
2015-06-12 13:41:55.497698,184,652,792
2015-06-12 13:41:55.597147,196,640,784
2015-06-12 13:41:55.696596,200,652,796
2015-06-12 13:41:55.796045,168,652,804
2015-06-12 13:41:55.895494,176,668,800
2015-06-12 13:41:55.994943,176,668,832
2015-06-12 13:41:56.094392,184,632,816
2015-06-12 13:41:56.193841,176,640,816
2015-06-12 13:41:56.293290,160,668,808
2015-06-12 13:41:56.392739,148,672,784
2015-06-12 13:41:56.492188,152,652,816
2015-06-12 13:41:56.591637,152,644,800
2015-06-12 13:41:56.691086,152,668,812
2015-06-12 13:41:56.790535,152,672,796
2015-06-12 13:41:56.889984,156,656,808
2015-06-12 13:41:56.989433,196,680,752
2015-06-12 13:41:57.088882,196,672,812
2015-06-12 13:41:57.188331,216,632,764
2015-06-12 13:41:57.287780,244,652,748
2015-06-12 13:41:57.387229,248,656,784
2015-06-12 13:41:57.486678,252,692,776
2015-06-12 13:41:57.586127,264,716,748
2015-06-12 13:41:57.685576,272,684,768
2015-06-12 13:41:57.785025,280,668,764
2015-06-12 13:41:57.884474,288,656,752
2015-06-12 13:41:57.983923,292,660,780
2015-06-12 13:41:58.083372,276,644,784
2015-06-12 13:41:58.182821,248,640,832
2015-06-12 13:41:58.282270,272,680,804
