Time,BNO055_AX,BNO055_AY,BNO055_AZ
2015-06-12 14:18:04.182041,-28,700,824
2015-06-12 14:18:04.281490,-16,740,736
2015-06-12 14:18:04.380939,12,768,788
2015-06-12 14:18:04.480388,32,760,732
2015-06-12 14:18:04.579837,84,764,716
2015-06-12 14:18:04.679286,96,792,640
2015-06-12 14:18:04.778735,100,772,676
2015-06-12 14:18:04.878184,120,788,608
2015-06-12 14:18:04.977633,124,836,588
2015-06-12 14:18:05.077082,116,824,632
2015-06-12 14:18:05.176531,96,788,648
2015-06-12 14:18:05.275980,96,772,664
2015-06-12 14:18:05.375429,80,792,616
2015-06-12 14:18:05.474878,80,688,548
2015-06-12 14:18:05.574327,-8,756,700
2015-06-12 14:18:05.673776,-44,796,668
2015-06-12 14:18:05.773225,-40,780,708
2015-06-12 14:18:05.872674,-40,756,752
2015-06-12 14:18:05.972123,-52,740,756
2015-06-12 14:18:06.071572,-52,708,724
2015-06-12 14:18:06.171021,-68,736,672
2015-06-12 14:18:06.270470,-100,784,736
2015-06-12 14:18:06.369919,-100,772,744
2015-06-12 14:18:06.469368,-72,828,640
2015-06-12 14:18:06.568817,-72,808,692
2015-06-12 14:18:06.668266,-48,776,692
2015-06-12 14:18:06.767715,-8,764,680
2015-06-12 14:18:06.867164,-16,764,660
2015-06-12 14:18:06.966613,-4,784,632
2015-06-12 14:18:07.066062,0,808,628
2015-06-12 14:18:07.165511,0,788,668
2015-06-12 14:18:07.264960,-24,740,704
2015-06-12 14:18:07.364409,-24,744,644
2015-06-12 14:18:07.463858,-80,748,664
2015-06-12 14:18:07.563307,-120,748,668
2015-06-12 14:18:07.662756,-160,756,712
2015-06-12 14:18:07.762205,-192,748,716
2015-06-12 14:18:07.861654,-296,756,788
2015-06-12 14:18:07.961103,-328,732,840
2015-06-12 14:18:08.060552,-332,720,780
2015-06-12 14:18:08.160001,-352,712,756
2015-06-12 14:18:08.259450,-304,676,736
2015-06-12 14:18:08.358899,-260,656,732
2015-06-12 14:18:08.458348,-224,692,680
2015-06-12 14:18:08.557797,-212,716,692
2015-06-12 14:18:08.657246,-220,668,772
2015-06-12 14:18:08.756695,-252,656,712
2015-06-12 14:18:08.856144,-340,680,720
2015-06-12 14:18:08.955593,-364,708,748
2015-06-12 14:18:09.055042,-348,728,728
2015-06-12 14:18:09.154491,-308,720,724
2015-06-12 14:18:09.253940,-288,684,748
2015-06-12 14:18:09.353389,-256,628,736
2015-06-12 14:18:09.452838,-252,644,704
2015-06-12 14:18:09.552287,-268,700,732
2015-06-12 14:18:09.651736,-280,704,712
2015-06-12 14:18:09.751185,-280,688,772
2015-06-12 14:18:09.850634,-320,700,764
2015-06-12 14:18:09.950083,-352,680,744
2015-06-12 14:18:10.049532,-356,704,752
2015-06-12 14:18:10.148981,-320,684,732
2015-06-12 14:18:10.248430,-280,624,760
2015-06-12 14:18:10.347879,-260,644,768
2015-06-12 14:18:10.447328,-268,664,680
2015-06-12 14:18:10.546777,-248,668,788
2015-06-12 14:18:10.646226,-304,672,784
2015-06-12 14:18:10.745675,-304,684,768
2015-06-12 14:18:10.845124,-284,700,840
2015-06-12 14:18:10.944573,-284,692,792
2015-06-12 14:18:11.044022,-248,708,736
2015-06-12 14:18:11.143471,-208,724,756
2015-06-12 14:18:11.242920,-156,728,748
2015-06-12 14:18:11.342369,-112,704,724
2015-06-12 14:18:11.441818,-92,680,700
2015-06-12 14:18:11.541267,-88,724,692
2015-06-12 14:18:11.640716,-80,784,696
2015-06-12 14:18:11.740165,-76,796,728
2015-06-12 14:18:11.839614,-92,752,740
2015-06-12 14:18:11.939063,-92,764,724
2015-06-12 14:18:12.038512,-80,784,664
2015-06-12 14:18:12.137961,-64,800,692
2015-06-12 14:18:12.237410,-76,756,700
2015-06-12 14:18:12.336859,-56,748,744
2015-06-12 14:18:12.436308,-52,784,688
2015-06-12 14:18:12.535757,-56,780,700
2015-06-12 14:18:12.635206,-60,772,708
2015-06-12 14:18:12.734655,-52,784,656
2015-06-12 14:18:12.834104,-52,792,676
2015-06-12 14:18:12.933553,-52,764,696
2015-06-12 14:18:13.033002,-48,772,704
2015-06-12 14:18:13.132451,-36,800,696
2015-06-12 14:18:13.231900,-36,768,724
2015-06-12 14:18:13.331349,-32,756,724
2015-06-12 14:18:13.430798,-32,776,688
2015-06-12 14:18:13.530247,-32,792,712
2015-06-12 14:18:13.629696,-40,776,708
2015-06-12 14:18:13.729145,-28,764,700
2015-06-12 14:18:13.828594,-16,772,728
2015-06-12 14:18:13.928043,-4,784,684
2015-06-12 14:18:14.027492,-20,760,728
2015-06-12 14:18:14.126941,-12,704,748
2015-06-12 14:18:14.226390,-8,720,732
2015-06-12 14:18:14.325839,4,772,724
2015-06-12 14:18:14.425288,-8,756,740
2015-06-12 14:18:14.524737,-16,712,804
2015-06-12 14:18:14.624186,-20,708,776
2015-06-12 14:18:14.723635,-28,696,780
2015-06-12 14:18:14.823084,-28,680,804
2015-06-12 14:18:14.922533,-28,700,748
2015-06-12 14:18:15.021982,-44,724,756
2015-06-12 14:18:15.121431,-68,700,784
2015-06-12 14:18:15.220880,-100,680,812
2015-06-12 14:18:15.320329,-120,692,784
2015-06-12 14:18:15.419778,-136,640,828
2015-06-12 14:18:15.519227,-140,640,828
2015-06-12 14:18:15.618676,-164,636,736
2015-06-12 14:18:15.718125,-88,680,816
2015-06-12 14:18:15.817574,-108,728,744
2015-06-12 14:18:15.917023,-172,704,780
2015-06-12 14:18:16.016472,-192,700,844
2015-06-12 14:18:16.115921,-196,680,884
2015-06-12 14:18:16.215370,-184,684,884
2015-06-12 14:18:16.314819,-176,660,752
2015-06-12 14:18:16.414268,-180,708,744
2015-06-12 14:18:16.513717,-192,732,732
2015-06-12 14:18:16.613166,-208,748,764
2015-06-12 14:18:16.712615,-204,716,700
2015-06-12 14:18:16.812064,-160,716,744
2015-06-12 14:18:16.911513,-104,680,636
2015-06-12 14:18:17.010962,-48,740,704
2015-06-12 14:18:17.110411,-96,736,748
2015-06-12 14:18:17.209860,-72,720,744
2015-06-12 14:18:17.309309,-60,752,736
2015-06-12 14:18:17.408758,-68,760,816
2015-06-12 14:18:17.508207,-88,692,752
2015-06-12 14:18:17.607656,-52,704,740
2015-06-12 14:18:17.707105,-80,744,704
2015-06-12 14:18:17.806554,-72,800,740
2015-06-12 14:18:17.906003,-104,768,684
2015-06-12 14:18:18.005452,-72,732,700
2015-06-12 14:18:18.104901,-76,780,744
2015-06-12 14:18:18.204350,-88,840,680
2015-06-12 14:18:18.303799,-60,772,780
2015-06-12 14:18:18.403248,-60,716,760
2015-06-12 14:18:18.502697,-48,740,652
2015-06-12 14:18:18.602146,-40,804,636
2015-06-12 14:18:18.701595,-60,776,688
2015-06-12 14:18:18.801044,-80,744,700
2015-06-12 14:18:18.900493,-84,768,708
2015-06-12 14:18:18.999942,-92,796,680
2015-06-12 14:18:19.099391,-104,768,748
2015-06-12 14:18:19.198840,-124,740,748
2015-06-12 14:18:19.298289,-136,748,716
2015-06-12 14:18:19.397738,-156,752,728
2015-06-12 14:18:19.497187,-148,764,716
2015-06-12 14:18:19.596636,-152,776,688
2015-06-12 14:18:19.696085,-168,760,716
2015-06-12 14:18:19.795534,-180,796,724
2015-06-12 14:18:19.894983,-172,760,728
2015-06-12 14:18:19.994432,-152,724,736
2015-06-12 14:18:20.093881,-144,712,696
2015-06-12 14:18:20.193330,-168,724,732
2015-06-12 14:18:20.292779,-176,712,772
2015-06-12 14:18:20.392228,-188,748,696
2015-06-12 14:18:20.491677,-192,792,664
2015-06-12 14:18:20.591126,-188,776,700
2015-06-12 14:18:20.690575,-180,700,756
2015-06-12 14:18:20.790024,-220,696,788
2015-06-12 14:18:20.889473,-244,672,872
2015-06-12 14:18:20.988922,-244,616,852
2015-06-12 14:18:21.088371,-248,584,884
2015-06-12 14:18:21.187820,-204,580,852
2015-06-12 14:18:21.287269,-216,576,788
2015-06-12 14:18:21.386718,-204,592,752
2015-06-12 14:18:21.486167,-184,644,792
2015-06-12 14:18:21.585616,-196,652,808
2015-06-12 14:18:21.685065,-200,620,792
2015-06-12 14:18:21.784514,-196,636,808
2015-06-12 14:18:21.883963,-220,616,816
2015-06-12 14:18:21.983412,-244,588,796
2015-06-12 14:18:22.082861,-232,636,832
2015-06-12 14:18:22.182310,-248,656,856
2015-06-12 14:18:22.281759,-248,648,772
2015-06-12 14:18:22.381208,-252,644,736
2015-06-12 14:18:22.480657,-240,656,760
2015-06-12 14:18:22.580106,-232,664,768
2015-06-12 14:18:22.679555,-288,664,816
2015-06-12 14:18:22.779004,-304,604,884
2015-06-12 14:18:22.878453,-300,516,888
2015-06-12 14:18:22.977902,-308,548,752
2015-06-12 14:18:23.077351,-232,632,792
2015-06-12 14:18:23.176800,-184,692,824
2015-06-12 14:18:23.276249,-236,672,896
2015-06-12 14:18:23.375698,-264,480,752
2015-06-12 14:18:23.475147,-264,480,748
2015-06-12 14:18:23.574596,-264,620,744
2015-06-12 14:18:23.674045,-220,724,740
2015-06-12 14:18:23.773494,-272,672,824
2015-06-12 14:18:23.872943,-264,652,800
2015-06-12 14:18:23.972392,-244,644,720
2015-06-12 14:18:24.071841,-240,700,700
2015-06-12 14:18:24.171290,-204,720,764
2015-06-12 14:18:24.270739,-200,668,764
2015-06-12 14:18:24.370188,-200,640,704
2015-06-12 14:18:24.469637,-208,664,808
2015-06-12 14:18:24.569086,-216,716,716
2015-06-12 14:18:24.668535,-236,708,752
2015-06-12 14:18:24.767984,-244,680,780
2015-06-12 14:18:24.867433,-232,664,780
2015-06-12 14:18:24.966882,-236,696,788
2015-06-12 14:18:25.066331,-236,684,788
2015-06-12 14:18:25.165780,-220,648,800
2015-06-12 14:18:25.265229,-232,636,732
2015-06-12 14:18:25.364678,-264,652,720
2015-06-12 14:18:25.464127,-228,688,856
2015-06-12 14:18:25.563576,-232,636,800
2015-06-12 14:18:25.663025,-228,596,796
2015-06-12 14:18:25.762474,-196,620,808
2015-06-12 14:18:25.861923,-208,600,728
2015-06-12 14:18:25.961372,-204,612,780
2015-06-12 14:18:26.060821,-208,616,812
2015-06-12 14:18:26.160270,-228,664,892
2015-06-12 14:18:26.259719,-236,672,820
2015-06-12 14:18:26.359168,-236,644,772
2015-06-12 14:18:26.458617,-236,628,772
2015-06-12 14:18:26.558066,-228,632,776
2015-06-12 14:18:26.657515,-240,604,772
2015-06-12 14:18:26.756964,-248,620,888
2015-06-12 14:18:26.856413,-256,580,852
2015-06-12 14:18:26.955862,-252,636,760
2015-06-12 14:18:27.055311,-236,660,744
2015-06-12 14:18:27.154760,-224,664,712
2015-06-12 14:18:27.254209,-240,644,744
2015-06-12 14:18:27.353658,-236,652,764
2015-06-12 14:18:27.453107,-236,656,776
2015-06-12 14:18:27.552556,-272,652,788
2015-06-12 14:18:27.652005,-276,668,828
2015-06-12 14:18:27.751454,-292,644,860
2015-06-12 14:18:27.850903,-316,644,848
2015-06-12 14:18:27.950352,-304,580,916
2015-06-12 14:18:28.049801,-300,528,836
2015-06-12 14:18:28.149250,-304,532,760
2015-06-12 14:18:28.248699,-268,628,836
2015-06-12 14:18:28.348148,-284,596,784
2015-06-12 14:18:28.447597,-312,536,908
2015-06-12 14:18:28.547046,-304,540,908
2015-06-12 14:18:28.646495,-292,540,836
2015-06-12 14:18:28.745944,-272,536,820
2015-06-12 14:18:28.845393,-260,580,832
2015-06-12 14:18:28.944842,-260,568,856
2015-06-12 14:18:29.044291,-276,528,832
2015-06-12 14:18:29.143740,-268,524,808
2015-06-12 14:18:29.243189,-268,548,828
2015-06-12 14:18:29.342638,-284,568,868
2015-06-12 14:18:29.442087,-292,576,824
2015-06-12 14:18:29.541536,-292,564,816
2015-06-12 14:18:29.640985,-308,568,792
2015-06-12 14:18:29.740434,-320,552,816
2015-06-12 14:18:29.839883,-300,544,852
2015-06-12 14:18:29.939332,-284,568,824
2015-06-12 14:18:30.038781,-300,560,840
2015-06-12 14:18:30.138230,-300,540,840
2015-06-12 14:18:30.237679,-288,536,800
2015-06-12 14:18:30.337128,-300,568,820
2015-06-12 14:18:30.436577,-288,584,828
2015-06-12 14:18:30.536026,-304,552,848
2015-06-12 14:18:30.635475,-304,572,828
2015-06-12 14:18:30.734924,-324,536,796
2015-06-12 14:18:30.834373,-320,556,796
2015-06-12 14:18:30.933822,-320,576,848
