Time,BNO055_AX,BNO055_AY,BNO055_AZ
2015-06-12 14:01:29.692041,-648,244,784
2015-06-12 14:01:29.791490,-636,268,780
2015-06-12 14:01:29.890939,-600,260,780
2015-06-12 14:01:29.990388,-604,284,788
2015-06-12 14:01:30.089837,-660,280,816
2015-06-12 14:01:30.189286,-644,244,848
2015-06-12 14:01:30.288735,-624,228,800
2015-06-12 14:01:30.388184,-624,280,820
2015-06-12 14:01:30.487633,-564,284,704
2015-06-12 14:01:30.587082,-620,312,824
2015-06-12 14:01:30.686531,-652,252,808
2015-06-12 14:01:30.785980,-624,220,864
2015-06-12 14:01:30.885429,-588,224,796
2015-06-12 14:01:30.984878,-540,300,708
2015-06-12 14:01:31.084327,-632,376,908
2015-06-12 14:01:31.183776,-640,320,788
2015-06-12 14:01:31.283225,-576,300,788
2015-06-12 14:01:31.382674,-560,356,824
2015-06-12 14:01:31.482123,-488,340,692
2015-06-12 14:01:31.581572,-568,348,832
2015-06-12 14:01:31.681021,-560,272,832
2015-06-12 14:01:31.780470,-596,280,848
2015-06-12 14:01:31.879919,-592,320,784
2015-06-12 14:01:31.979368,-560,320,768
2015-06-12 14:01:32.078817,-556,324,760
2015-06-12 14:01:32.178266,-568,300,880
2015-06-12 14:01:32.277715,-572,280,832
2015-06-12 14:01:32.377164,-572,304,760
2015-06-12 14:01:32.476613,-560,320,912
2015-06-12 14:01:32.576062,-568,244,796
2015-06-12 14:01:32.675511,-624,212,860
2015-06-12 14:01:32.774960,-664,172,860
2015-06-12 14:01:32.874409,-680,184,764
2015-06-12 14:01:32.973858,-604,192,768
2015-06-12 14:01:33.073307,-588,180,780
2015-06-12 14:01:33.172756,-624,168,812
2015-06-12 14:01:33.272205,-676,152,764
2015-06-12 14:01:33.371654,-660,156,728
2015-06-12 14:01:33.471103,-628,208,720
2015-06-12 14:01:33.570552,-680,256,792
2015-06-12 14:01:33.670001,-680,208,804
2015-06-12 14:01:33.769450,-704,216,820
2015-06-12 14:01:33.868899,-640,200,844
2015-06-12 14:01:33.968348,-520,196,796
2015-06-12 14:01:34.067797,-468,228,800
2015-06-12 14:01:34.167246,-556,332,760
2015-06-12 14:01:34.266695,-636,272,916
2015-06-12 14:01:34.366144,-656,192,876
2015-06-12 14:01:34.465593,-636,192,836
2015-06-12 14:01:34.565042,-584,256,760
2015-06-12 14:01:34.664491,-544,228,776
2015-06-12 14:01:34.763940,-628,240,732
2015-06-12 14:01:34.863389,-648,244,816
2015-06-12 14:01:34.962838,-632,240,868
2015-06-12 14:01:35.062287,-664,236,792
2015-06-12 14:01:35.161736,-632,228,732
2015-06-12 14:01:35.261185,-688,204,780
2015-06-12 14:01:35.360634,-708,164,824
2015-06-12 14:01:35.460083,-684,172,712
2015-06-12 14:01:35.559532,-680,184,816
2015-06-12 14:01:35.658981,-616,164,680
2015-06-12 14:01:35.758430,-604,180,768
2015-06-12 14:01:35.857879,-624,184,700
