Time,BNO055_AX,BNO055_AY,BNO055_AZ
2015-06-12 14:29:40.325041,36,600,840
2015-06-12 14:29:40.424490,-64,552,952
2015-06-12 14:29:40.523939,-136,568,972
2015-06-12 14:29:40.623388,-148,640,924
2015-06-12 14:29:40.722837,-204,492,1064
2015-06-12 14:29:40.822286,-212,460,1024
2015-06-12 14:29:40.921735,-180,520,896
2015-06-12 14:29:41.021184,-132,584,868
2015-06-12 14:29:41.120633,-24,604,884
2015-06-12 14:29:41.220082,80,556,684
2015-06-12 14:29:41.319531,260,452,628
2015-06-12 14:29:41.418980,268,612,712
2015-06-12 14:29:41.518429,240,636,728
2015-06-12 14:29:41.617878,252,640,680
2015-06-12 14:29:41.717327,236,632,688
2015-06-12 14:29:41.816776,24,608,856
2015-06-12 14:29:41.916225,-128,596,1128
2015-06-12 14:29:42.015674,-296,572,1120
2015-06-12 14:29:42.115123,-200,612,920
2015-06-12 14:29:42.214572,-100,664,800
2015-06-12 14:29:42.314021,8,708,688
2015-06-12 14:29:42.413470,176,588,600
2015-06-12 14:29:42.512919,244,628,624
2015-06-12 14:29:42.612368,316,724,604
2015-06-12 14:29:42.711817,212,720,636
2015-06-12 14:29:42.811266,264,672,552
2015-06-12 14:29:42.910715,100,640,744
2015-06-12 14:29:43.010164,-120,676,932
2015-06-12 14:29:43.109613,-272,684,1032
2015-06-12 14:29:43.209062,-404,628,1056
2015-06-12 14:29:43.308511,-348,652,960
2015-06-12 14:29:43.407960,-280,716,900
2015-06-12 14:29:43.507409,-120,716,672
2015-06-12 14:29:43.606858,20,724,552
2015-06-12 14:29:43.706307,208,696,472
2015-06-12 14:29:43.805756,336,628,552
2015-06-12 14:29:43.905205,384,584,600
2015-06-12 14:29:44.004654,332,656,476
2015-06-12 14:29:44.104103,64,704,852
2015-06-12 14:29:44.203552,-64,816,1064
2015-06-12 14:29:44.303001,-188,812,828
2015-06-12 14:29:44.402450,-144,784,808
2015-06-12 14:29:44.501899,-52,728,772
2015-06-12 14:29:44.601348,72,712,668
2015-06-12 14:29:44.700797,268,660,468
2015-06-12 14:29:44.800246,348,684,460
2015-06-12 14:29:44.899695,304,676,604
2015-06-12 14:29:44.999144,264,700,604
2015-06-12 14:29:45.098593,-44,708,792
2015-06-12 14:29:45.198042,-72,752,1040
2015-06-12 14:29:45.297491,-184,772,1004
2015-06-12 14:29:45.396940,-184,736,884
2015-06-12 14:29:45.496389,-76,672,864
2015-06-12 14:29:45.595838,36,688,672
2015-06-12 14:29:45.695287,68,656,596
2015-06-12 14:29:45.794736,124,480,940
2015-06-12 14:29:45.894185,68,400,952
2015-06-12 14:29:45.993634,32,420,876
2015-06-12 14:29:46.093083,-48,496,980
2015-06-12 14:29:46.192532,-112,544,892
2015-06-12 14:29:46.291981,-108,580,864
2015-06-12 14:29:46.391430,-104,572,792
2015-06-12 14:29:46.490879,-216,576,936
2015-06-12 14:29:46.590328,-376,520,952
2015-06-12 14:29:46.689777,-468,412,1048
2015-06-12 14:29:46.789226,-420,420,944
2015-06-12 14:29:46.888675,-380,404,868
2015-06-12 14:29:46.988124,-264,356,868
2015-06-12 14:29:47.087573,-312,344,852
2015-06-12 14:29:47.187022,-316,292,1156
2015-06-12 14:29:47.286471,-276,452,908
2015-06-12 14:29:47.385920,-160,528,676
2015-06-12 14:29:47.485369,-16,548,744
2015-06-12 14:29:47.584818,-148,540,1088
2015-06-12 14:29:47.684267,-116,360,1012
2015-06-12 14:29:47.783716,-32,408,904
2015-06-12 14:29:47.883165,12,460,904
2015-06-12 14:29:47.982614,48,456,872
2015-06-12 14:29:48.082063,44,464,816
2015-06-12 14:29:48.181512,76,520,864
2015-06-12 14:29:48.280961,52,460,896
2015-06-12 14:29:48.380410,-12,520,876
2015-06-12 14:29:48.479859,-132,500,984
2015-06-12 14:29:48.579308,-140,456,932
2015-06-12 14:29:48.678757,-184,424,900
2015-06-12 14:29:48.778206,-276,424,780
2015-06-12 14:29:48.877655,-448,368,924
2015-06-12 14:29:48.977104,-492,440,880
2015-06-12 14:29:49.076553,-592,388,1000
2015-06-12 14:29:49.176002,-632,416,880
2015-06-12 14:29:49.275451,-652,532,804
2015-06-12 14:29:49.374900,-576,444,820
2015-06-12 14:29:49.474349,-508,424,832
2015-06-12 14:29:49.573798,-428,436,888
2015-06-12 14:29:49.673247,-348,440,824
2015-06-12 14:29:49.772696,-260,488,824
2015-06-12 14:29:49.872145,-236,524,784
2015-06-12 14:29:49.971594,-184,476,816
2015-06-12 14:29:50.071043,-152,456,904
2015-06-12 14:29:50.170492,-164,440,796
2015-06-12 14:29:50.269941,-140,520,796
2015-06-12 14:29:50.369390,-164,456,816
2015-06-12 14:29:50.468839,-240,340,856
2015-06-12 14:29:50.568288,-404,288,1080
2015-06-12 14:29:50.667737,-584,328,1000
2015-06-12 14:29:50.767186,-576,324,956
2015-06-12 14:29:50.866635,-520,376,932
2015-06-12 14:29:50.966084,-452,388,908
2015-06-12 14:29:51.065533,-368,416,900
2015-06-12 14:29:51.164982,-324,412,840
2015-06-12 14:29:51.264431,-244,452,892
2015-06-12 14:29:51.363880,-240,440,920
2015-06-12 14:29:51.463329,-144,400,916
2015-06-12 14:29:51.562778,-96,408,824
2015-06-12 14:29:51.662227,-48,468,800
2015-06-12 14:29:51.761676,-52,556,828
2015-06-12 14:29:51.861125,-60,656,760
2015-06-12 14:29:51.960574,-136,728,788
2015-06-12 14:29:52.060023,-168,656,860
2015-06-12 14:29:52.159472,-168,580,876
2015-06-12 14:29:52.258921,-140,588,816
2015-06-12 14:29:52.358370,-124,612,824
2015-06-12 14:29:52.457819,-140,636,852
2015-06-12 14:29:52.557268,-152,608,808
2015-06-12 14:29:52.656717,-192,600,812
2015-06-12 14:29:52.756166,-224,616,848
2015-06-12 14:29:52.855615,-236,640,836
2015-06-12 14:29:52.955064,-216,672,796
2015-06-12 14:29:53.054513,-192,672,792
2015-06-12 14:29:53.153962,-164,684,812
2015-06-12 14:29:53.253411,-160,680,756
2015-06-12 14:29:53.352860,-136,692,704
2015-06-12 14:29:53.452309,-128,720,748
2015-06-12 14:29:53.551758,-112,728,808
2015-06-12 14:29:53.651207,-96,708,748
2015-06-12 14:29:53.750656,-96,700,772
2015-06-12 14:29:53.850105,-100,708,732
2015-06-12 14:29:53.949554,-92,736,736
2015-06-12 14:29:54.049003,-92,748,720
2015-06-12 14:29:54.148452,-88,748,716
2015-06-12 14:29:54.247901,-80,752,692
2015-06-12 14:29:54.347350,-76,772,740
2015-06-12 14:29:54.446799,-88,748,740
2015-06-12 14:29:54.546248,-60,768,664
2015-06-12 14:29:54.645697,-52,784,672
2015-06-12 14:29:54.745146,-28,784,696
2015-06-12 14:29:54.844595,-32,804,664
2015-06-12 14:29:54.944044,-4,800,668
2015-06-12 14:29:55.043493,-4,808,656
2015-06-12 14:29:55.142942,8,800,696
2015-06-12 14:29:55.242391,0,780,696
2015-06-12 14:29:55.341840,4,780,696
2015-06-12 14:29:55.441289,16,780,696
2015-06-12 14:29:55.540738,0,760,704
2015-06-12 14:29:55.640187,24,780,680
2015-06-12 14:29:55.739636,28,780,708
2015-06-12 14:29:55.839085,28,764,720
2015-06-12 14:29:55.938534,20,752,732
2015-06-12 14:29:56.037983,40,740,712
2015-06-12 14:29:56.137432,28,740,748
2015-06-12 14:29:56.236881,16,740,748
2015-06-12 14:29:56.336330,16,736,756
2015-06-12 14:29:56.435779,28,752,716
2015-06-12 14:29:56.535228,16,752,748
2015-06-12 14:29:56.634677,20,740,736
2015-06-12 14:29:56.734126,-4,768,732
2015-06-12 14:29:56.833575,0,776,772
2015-06-12 14:29:56.933024,8,768,728
2015-06-12 14:29:57.032473,48,752,700
2015-06-12 14:29:57.131922,68,748,700
2015-06-12 14:29:57.231371,52,756,688
2015-06-12 14:29:57.330820,56,776,716
2015-06-12 14:29:57.430269,40,772,716
2015-06-12 14:29:57.529718,48,776,712
2015-06-12 14:29:57.629167,40,776,696
2015-06-12 14:29:57.728616,48,784,688
2015-06-12 14:29:57.828065,40,776,688
2015-06-12 14:29:57.927514,32,788,700
2015-06-12 14:29:58.026963,40,788,696
2015-06-12 14:29:58.126412,40,780,680
2015-06-12 14:29:58.225861,52,812,668
2015-06-12 14:29:58.325310,40,820,648
2015-06-12 14:29:58.424759,56,828,656
2015-06-12 14:29:58.524208,64,808,664
2015-06-12 14:29:58.623657,60,804,664
2015-06-12 14:29:58.723106,48,816,660
2015-06-12 14:29:58.822555,48,828,624
2015-06-12 14:29:58.922004,28,840,660
2015-06-12 14:29:59.021453,48,840,652
2015-06-12 14:29:59.120902,36,840,608
2015-06-12 14:29:59.220351,44,824,644
2015-06-12 14:29:59.319800,64,812,644
2015-06-12 14:29:59.419249,60,808,644
2015-06-12 14:29:59.518698,68,812,656
2015-06-12 14:29:59.618147,64,816,644
2015-06-12 14:29:59.717596,52,824,652
2015-06-12 14:29:59.817045,56,824,664
2015-06-12 14:29:59.916494,56,824,656
2015-06-12 14:30:00.015943,56,820,648
2015-06-12 14:30:00.115392,52,812,628
2015-06-12 14:30:00.214841,40,820,612
2015-06-12 14:30:00.314290,44,832,684
2015-06-12 14:30:00.413739,100,840,756
2015-06-12 14:30:00.513188,52,788,604
2015-06-12 14:30:00.612637,64,808,600
2015-06-12 14:30:00.712086,20,812,648
2015-06-12 14:30:00.811535,44,820,728
2015-06-12 14:30:00.910984,36,816,664
2015-06-12 14:30:01.010433,36,804,628
2015-06-12 14:30:01.109882,44,840,620
2015-06-12 14:30:01.209331,64,888,644
2015-06-12 14:30:01.308780,28,840,660
2015-06-12 14:30:01.408229,36,812,624
2015-06-12 14:30:01.507678,-8,840,576
2015-06-12 14:30:01.607127,4,872,636
2015-06-12 14:30:01.706576,12,836,636
2015-06-12 14:30:01.806025,68,768,628
2015-06-12 14:30:01.905474,24,784,544
2015-06-12 14:30:02.004923,28,816,656
2015-06-12 14:30:02.104372,-36,864,672
2015-06-12 14:30:02.203821,-12,848,732
2015-06-12 14:30:02.303270,68,824,908
2015-06-12 14:30:02.402719,32,744,492
2015-06-12 14:30:02.502168,8,808,556
2015-06-12 14:30:02.601617,-28,860,620
2015-06-12 14:30:02.701066,-4,876,704
2015-06-12 14:30:02.800515,-12,828,648
2015-06-12 14:30:02.899964,8,804,672
2015-06-12 14:30:02.999413,12,848,604
2015-06-12 14:30:03.098862,16,868,604
2015-06-12 14:30:03.198311,16,856,632
2015-06-12 14:30:03.297760,24,840,632
2015-06-12 14:30:03.397209,16,836,612
2015-06-12 14:30:03.496658,24,864,592
2015-06-12 14:30:03.596107,24,840,620
2015-06-12 14:30:03.695556,8,864,632
2015-06-12 14:30:03.795005,-16,864,604
2015-06-12 14:30:03.894454,24,852,636
2015-06-12 14:30:03.993903,36,828,652
2015-06-12 14:30:04.093352,28,808,664
2015-06-12 14:30:04.192801,24,808,684
2015-06-12 14:30:04.292250,24,820,656
2015-06-12 14:30:04.391699,16,820,656
2015-06-12 14:30:04.491148,8,816,660
2015-06-12 14:30:04.590597,-4,828,636
2015-06-12 14:30:04.690046,4,820,676
2015-06-12 14:30:04.789495,-4,828,628
2015-06-12 14:30:04.888944,16,828,616
2015-06-12 14:30:04.988393,-4,836,640
2015-06-12 14:30:05.087842,0,832,652
2015-06-12 14:30:05.187291,0,824,644
2015-06-12 14:30:05.286740,0,832,636
2015-06-12 14:30:05.386189,0,828,644
2015-06-12 14:30:05.485638,0,824,648
2015-06-12 14:30:05.585087,0,828,648
2015-06-12 14:30:05.684536,-4,832,632
2015-06-12 14:30:05.783985,0,824,628
2015-06-12 14:30:05.883434,4,820,648
2015-06-12 14:30:05.982883,4,820,656
2015-06-12 14:30:06.082332,8,820,636
2015-06-12 14:30:06.181781,8,820,624
2015-06-12 14:30:06.281230,0,828,620
2015-06-12 14:30:06.380679,-4,832,632
2015-06-12 14:30:06.480128,-8,864,604
2015-06-12 14:30:06.579577,-28,852,660
2015-06-12 14:30:06.679026,-8,804,688
2015-06-12 14:30:06.778475,0,800,688
2015-06-12 14:30:06.877924,-8,804,660
2015-06-12 14:30:06.977373,-4,812,652
2015-06-12 14:30:07.076822,-12,816,660
2015-06-12 14:30:07.176271,-12,816,652
2015-06-12 14:30:07.275720,-4,816,652
2015-06-12 14:30:07.375169,-4,824,660
2015-06-12 14:30:07.474618,-8,820,664
2015-06-12 14:30:07.574067,-8,808,680
2015-06-12 14:30:07.673516,-16,796,672
2015-06-12 14:30:07.772965,-4,800,668
2015-06-12 14:30:07.872414,-8,796,648
2015-06-12 14:30:07.971863,0,808,680
2015-06-12 14:30:08.071312,-16,792,700
2015-06-12 14:30:08.170761,-16,784,732
2015-06-12 14:30:08.270210,-36,772,724
2015-06-12 14:30:08.369659,-40,776,708
2015-06-12 14:30:08.469108,-48,788,688
2015-06-12 14:30:08.568557,-64,776,708
2015-06-12 14:30:08.668006,-48,752,728
2015-06-12 14:30:08.767455,-48,756,732
2015-06-12 14:30:08.866904,-64,776,752
2015-06-12 14:30:08.966353,-36,756,720
2015-06-12 14:30:09.065802,-60,736,660
2015-06-12 14:30:09.165251,-60,756,708
2015-06-12 14:30:09.264700,-68,764,744
2015-06-12 14:30:09.364149,-104,692,788
2015-06-12 14:30:09.463598,-132,720,812
2015-06-12 14:30:09.563047,-68,784,748
2015-06-12 14:30:09.662496,-76,776,820
2015-06-12 14:30:09.761945,-24,788,792
2015-06-12 14:30:09.861394,24,708,680
2015-06-12 14:30:09.960843,128,620,616
2015-06-12 14:30:10.060292,148,724,668
2015-06-12 14:30:10.159741,140,692,752
2015-06-12 14:30:10.259190,92,812,628
2015-06-12 14:30:10.358639,40,684,752
2015-06-12 14:30:10.458088,-100,624,1032
2015-06-12 14:30:10.557537,-108,556,940
2015-06-12 14:30:10.656986,-104,480,840
2015-06-12 14:30:10.756435,-144,500,736
2015-06-12 14:30:10.855884,-164,632,844
2015-06-12 14:30:10.955333,-216,720,900
