Time,BNO055_AX,BNO055_AY,BNO055_AZ
2015-06-12 13:48:14.100041,336,664,752
2015-06-12 13:48:14.199490,328,664,764
2015-06-12 13:48:14.298939,328,668,772
2015-06-12 13:48:14.398388,320,676,716
2015-06-12 13:48:14.497837,320,672,768
2015-06-12 13:48:14.597286,328,672,752
2015-06-12 13:48:14.696735,340,688,732
2015-06-12 13:48:14.796184,352,704,660
2015-06-12 13:48:14.895633,340,680,776
2015-06-12 13:48:14.995082,332,692,756
2015-06-12 13:48:15.094531,296,664,684
2015-06-12 13:48:15.193980,272,716,764
2015-06-12 13:48:15.293429,300,700,792
2015-06-12 13:48:15.392878,288,680,728
2015-06-12 13:48:15.492327,292,660,716
2015-06-12 13:48:15.591776,288,680,748
2015-06-12 13:48:15.691225,284,668,760
2015-06-12 13:48:15.790674,280,684,792
2015-06-12 13:48:15.890123,280,676,776
2015-06-12 13:48:15.989572,276,676,756
2015-06-12 13:48:16.089021,284,664,776
2015-06-12 13:48:16.188470,276,668,760
2015-06-12 13:48:16.287919,280,668,792
2015-06-12 13:48:16.387368,288,660,788
2015-06-12 13:48:16.486817,288,640,756
2015-06-12 13:48:16.586266,276,640,756
2015-06-12 13:48:16.685715,280,644,792
2015-06-12 13:48:16.785164,280,640,804
2015-06-12 13:48:16.884613,280,648,796
2015-06-12 13:48:16.984062,280,648,784
2015-06-12 13:48:17.083511,284,640,788
2015-06-12 13:48:17.182960,276,640,776
2015-06-12 13:48:17.282409,280,628,792
2015-06-12 13:48:17.381858,280,636,796
2015-06-12 13:48:17.481307,272,632,792
2015-06-12 13:48:17.580756,292,628,792
2015-06-12 13:48:17.680205,280,628,780
2015-06-12 13:48:17.779654,288,628,788
2015-06-12 13:48:17.879103,280,632,784
2015-06-12 13:48:17.978552,284,636,796
2015-06-12 13:48:18.078001,280,632,788
2015-06-12 13:48:18.177450,284,632,788
2015-06-12 13:48:18.276899,284,632,784
2015-06-12 13:48:18.376348,280,632,800
2015-06-12 13:48:18.475797,280,632,800
2015-06-12 13:48:18.575246,284,632,788
2015-06-12 13:48:18.674695,280,620,788
2015-06-12 13:48:18.774144,280,628,804
2015-06-12 13:48:18.873593,280,628,792
2015-06-12 13:48:18.973042,284,628,796
2015-06-12 13:48:19.072491,284,624,792
2015-06-12 13:48:19.171940,284,620,796
2015-06-12 13:48:19.271389,284,632,788
2015-06-12 13:48:19.370838,276,636,764
2015-06-12 13:48:19.470287,276,632,792
2015-06-12 13:48:19.569736,284,632,792
2015-06-12 13:48:19.669185,280,632,792
2015-06-12 13:48:19.768634,288,632,796
2015-06-12 13:48:19.868083,284,628,788
2015-06-12 13:48:19.967532,284,624,792
2015-06-12 13:48:20.066981,280,624,792
2015-06-12 13:48:20.166430,284,624,784
2015-06-12 13:48:20.265879,280,632,792
2015-06-12 13:48:20.365328,284,636,796
2015-06-12 13:48:20.464777,280,636,808
2015-06-12 13:48:20.564226,276,628,780
2015-06-12 13:48:20.663675,296,624,776
2015-06-12 13:48:20.763124,316,632,780
2015-06-12 13:48:20.862573,300,676,784
2015-06-12 13:48:20.962022,296,648,768
2015-06-12 13:48:21.061471,316,628,756
2015-06-12 13:48:21.160920,308,644,788
2015-06-12 13:48:21.260369,312,644,776
2015-06-12 13:48:21.359818,308,664,800
2015-06-12 13:48:21.459267,320,648,776
2015-06-12 13:48:21.558716,308,660,764
2015-06-12 13:48:21.658165,308,664,764
2015-06-12 13:48:21.757614,300,660,780
2015-06-12 13:48:21.857063,300,680,740
2015-06-12 13:48:21.956512,308,656,780
2015-06-12 13:48:22.055961,304,612,716
2015-06-12 13:48:22.155410,296,612,712
2015-06-12 13:48:22.254859,292,628,720
2015-06-12 13:48:22.354308,288,644,788
2015-06-12 13:48:22.453757,292,652,788
2015-06-12 13:48:22.553206,300,656,776
2015-06-12 13:48:22.652655,304,672,700
2015-06-12 13:48:22.752104,296,664,784
2015-06-12 13:48:22.851553,300,684,716
2015-06-12 13:48:22.951002,296,660,784
2015-06-12 13:48:23.050451,296,688,712
2015-06-12 13:48:23.149900,296,700,724
2015-06-12 13:48:23.249349,300,692,748
2015-06-12 13:48:23.348798,304,696,768
2015-06-12 13:48:23.448247,284,708,704
2015-06-12 13:48:23.547696,308,724,804
2015-06-12 13:48:23.647145,292,704,780
2015-06-12 13:48:23.746594,280,680,740
2015-06-12 13:48:23.846043,272,656,788
2015-06-12 13:48:23.945492,268,652,796
2015-06-12 13:48:24.044941,264,672,768
2015-06-12 13:48:24.144390,256,672,792
2015-06-12 13:48:24.243839,256,664,784
2015-06-12 13:48:24.343288,256,660,780
2015-06-12 13:48:24.442737,256,652,752
2015-06-12 13:48:24.542186,252,664,784
2015-06-12 13:48:24.641635,256,660,780
2015-06-12 13:48:24.741084,256,652,792
2015-06-12 13:48:24.840533,256,648,780
2015-06-12 13:48:24.939982,256,652,784
2015-06-12 13:48:25.039431,248,652,784
2015-06-12 13:48:25.138880,256,652,800
2015-06-12 13:48:25.238329,248,656,788
2015-06-12 13:48:25.337778,252,660,796
2015-06-12 13:48:25.437227,256,652,788
2015-06-12 13:48:25.536676,252,652,784
2015-06-12 13:48:25.636125,260,648,776
2015-06-12 13:48:25.735574,248,644,800
2015-06-12 13:48:25.835023,252,644,796
2015-06-12 13:48:25.934472,256,644,788
2015-06-12 13:48:26.033921,252,648,792
2015-06-12 13:48:26.133370,256,648,784
2015-06-12 13:48:26.232819,252,656,788
2015-06-12 13:48:26.332268,252,648,792
2015-06-12 13:48:26.431717,256,652,788
2015-06-12 13:48:26.531166,252,648,772
2015-06-12 13:48:26.630615,252,644,796
2015-06-12 13:48:26.730064,256,640,776
2015-06-12 13:48:26.829513,260,652,796
2015-06-12 13:48:26.928962,256,648,800
2015-06-12 13:48:27.028411,260,648,772
2015-06-12 13:48:27.127860,264,648,780
2015-06-12 13:48:27.227309,256,652,792
2015-06-12 13:48:27.326758,256,648,808
2015-06-12 13:48:27.426207,260,652,788
2015-06-12 13:48:27.525656,260,644,764
2015-06-12 13:48:27.625105,264,640,796
2015-06-12 13:48:27.724554,260,644,788
2015-06-12 13:48:27.824003,264,652,788
2015-06-12 13:48:27.923452,264,644,784
2015-06-12 13:48:28.022901,264,644,784
2015-06-12 13:48:28.122350,264,644,788
2015-06-12 13:48:28.221799,264,648,792
2015-06-12 13:48:28.321248,268,648,780
2015-06-12 13:48:28.420697,260,652,776
2015-06-12 13:48:28.520146,264,648,788
2015-06-12 13:48:28.619595,272,644,780
2015-06-12 13:48:28.719044,268,644,780
2015-06-12 13:48:28.818493,268,644,780
2015-06-12 13:48:28.917942,268,644,776
2015-06-12 13:48:29.017391,272,640,792
2015-06-12 13:48:29.116840,264,648,788
2015-06-12 13:48:29.216289,272,644,780
2015-06-12 13:48:29.315738,280,644,772
2015-06-12 13:48:29.415187,280,644,780
2015-06-12 13:48:29.514636,276,652,796
2015-06-12 13:48:29.614085,268,656,780
2015-06-12 13:48:29.713534,280,624,760
2015-06-12 13:48:29.812983,300,624,748
2015-06-12 13:48:29.912432,300,664,760
2015-06-12 13:48:30.011881,288,676,780
2015-06-12 13:48:30.111330,300,648,760
2015-06-12 13:48:30.210779,300,636,784
2015-06-12 13:48:30.310228,276,656,788
2015-06-12 13:48:30.409677,284,620,760
2015-06-12 13:48:30.509126,280,620,768
2015-06-12 13:48:30.608575,296,656,700
2015-06-12 13:48:30.708024,292,680,704
2015-06-12 13:48:30.807473,288,664,760
2015-06-12 13:48:30.906922,284,680,708
2015-06-12 13:48:31.006371,288,656,764
2015-06-12 13:48:31.105820,280,652,760
2015-06-12 13:48:31.205269,284,668,732
2015-06-12 13:48:31.304718,296,680,720
2015-06-12 13:48:31.404167,288,672,756
2015-06-12 13:48:31.503616,280,680,788
2015-06-12 13:48:31.603065,280,668,784
2015-06-12 13:48:31.702514,276,696,728
2015-06-12 13:48:31.801963,284,720,728
2015-06-12 13:48:31.901412,276,700,760
