Time,BNO055_AX,BNO055_AY,BNO055_AZ
2015-06-12 14:03:09.141041,40,484,852
2015-06-12 14:03:09.240490,64,460,900
2015-06-12 14:03:09.339939,92,448,944
2015-06-12 14:03:09.439388,92,472,988
2015-06-12 14:03:09.538837,120,496,888
2015-06-12 14:03:09.638286,132,492,880
2015-06-12 14:03:09.737735,148,492,888
2015-06-12 14:03:09.837184,168,480,860
2015-06-12 14:03:09.936633,180,484,900
2015-06-12 14:03:10.036082,188,500,876
2015-06-12 14:03:10.135531,188,548,852
2015-06-12 14:03:10.234980,208,584,884
2015-06-12 14:03:10.334429,208,592,872
2015-06-12 14:03:10.433878,196,588,840
2015-06-12 14:03:10.533327,216,564,860
2015-06-12 14:03:10.632776,200,516,852
2015-06-12 14:03:10.732225,204,436,912
2015-06-12 14:03:10.831674,184,464,916
2015-06-12 14:03:10.931123,120,468,980
2015-06-12 14:03:11.030572,136,504,936
2015-06-12 14:03:11.130021,140,476,900
2015-06-12 14:03:11.229470,176,444,872
2015-06-12 14:03:11.328919,288,460,932
2015-06-12 14:03:11.428368,212,532,896
2015-06-12 14:03:11.527817,220,528,944
2015-06-12 14:03:11.627266,160,492,876
2015-06-12 14:03:11.726715,64,488,948
2015-06-12 14:03:11.826164,-4,608,896
2015-06-12 14:03:11.925613,60,596,868
2015-06-12 14:03:12.025062,128,588,756
2015-06-12 14:03:12.124511,224,588,712
2015-06-12 14:03:12.223960,280,632,820
2015-06-12 14:03:12.323409,208,488,1028
2015-06-12 14:03:12.422858,172,564,1020
2015-06-12 14:03:12.522307,140,612,896
2015-06-12 14:03:12.621756,140,488,940
2015-06-12 14:03:12.721205,104,392,1004
2015-06-12 14:03:12.820654,120,448,1000
2015-06-12 14:03:12.920103,100,468,956
2015-06-12 14:03:13.019552,128,408,932
2015-06-12 14:03:13.119001,172,420,892
2015-06-12 14:03:13.218450,204,472,916
2015-06-12 14:03:13.317899,244,496,844
2015-06-12 14:03:13.417348,280,504,800
2015-06-12 14:03:13.516797,300,520,776
2015-06-12 14:03:13.616246,364,496,792
2015-06-12 14:03:13.715695,332,512,860
2015-06-12 14:03:13.815144,316,540,852
2015-06-12 14:03:13.914593,328,556,820
2015-06-12 14:03:14.014042,384,552,732
2015-06-12 14:03:14.113491,348,536,844
2015-06-12 14:03:14.212940,320,552,864
2015-06-12 14:03:14.312389,312,536,840
2015-06-12 14:03:14.411838,280,544,860
2015-06-12 14:03:14.511287,296,516,868
2015-06-12 14:03:14.610736,292,512,888
2015-06-12 14:03:14.710185,280,500,888
2015-06-12 14:03:14.809634,296,468,876
2015-06-12 14:03:14.909083,300,480,836
2015-06-12 14:03:15.008532,308,548,860
2015-06-12 14:03:15.107981,304,548,820
2015-06-12 14:03:15.207430,296,548,836
2015-06-12 14:03:15.306879,292,548,836
2015-06-12 14:03:15.406328,280,560,844
2015-06-12 14:03:15.505777,284,548,836
2015-06-12 14:03:15.605226,292,548,844
2015-06-12 14:03:15.704675,284,556,824
2015-06-12 14:03:15.804124,276,560,836
2015-06-12 14:03:15.903573,272,560,844
2015-06-12 14:03:16.003022,272,564,824
2015-06-12 14:03:16.102471,268,564,828
2015-06-12 14:03:16.201920,272,560,840
2015-06-12 14:03:16.301369,268,560,848
