Time,BNO055_AX,BNO055_AY,BNO055_AZ
2015-06-12 14:06:28.039041,-168,264,688
2015-06-12 14:06:28.138490,-332,184,856
2015-06-12 14:06:28.237939,-436,160,1072
2015-06-12 14:06:28.337388,-528,312,1232
2015-06-12 14:06:28.436837,-576,384,1180
2015-06-12 14:06:28.536286,-652,388,1092
2015-06-12 14:06:28.635735,-580,-12,-108
2015-06-12 14:06:28.735184,-536,44,764
2015-06-12 14:06:28.834633,-388,48,812
2015-06-12 14:06:28.934082,-256,184,880
2015-06-12 14:06:29.033531,-212,288,960
2015-06-12 14:06:29.132980,-260,312,960
2015-06-12 14:06:29.232429,-296,296,960
2015-06-12 14:06:29.331878,-292,356,916
2015-06-12 14:06:29.431327,-296,304,972
2015-06-12 14:06:29.530776,-288,256,1044
2015-06-12 14:06:29.630225,-220,292,976
2015-06-12 14:06:29.729674,-168,304,980
2015-06-12 14:06:29.829123,-196,296,792
2015-06-12 14:06:29.928572,-240,280,964
2015-06-12 14:06:30.028021,-244,288,956
2015-06-12 14:06:30.127470,-248,264,960
2015-06-12 14:06:30.226919,-240,304,1012
2015-06-12 14:06:30.326368,-256,340,952
2015-06-12 14:06:30.425817,-276,336,964
2015-06-12 14:06:30.525266,-288,328,972
2015-06-12 14:06:30.624715,-272,256,844
2015-06-12 14:06:30.724164,-368,216,752
2015-06-12 14:06:30.823613,-472,220,792
2015-06-12 14:06:30.923062,-500,328,968
2015-06-12 14:06:31.022511,-516,404,920
2015-06-12 14:06:31.121960,-564,372,872
2015-06-12 14:06:31.221409,-592,348,852
2015-06-12 14:06:31.320858,-608,396,920
2015-06-12 14:06:31.420307,-576,392,992
2015-06-12 14:06:31.519756,-520,320,972
2015-06-12 14:06:31.619205,-428,224,932
2015-06-12 14:06:31.718654,-376,236,788
2015-06-12 14:06:31.818103,-272,368,928
2015-06-12 14:06:31.917552,-256,612,620
2015-06-12 14:06:32.017001,-224,796,716
2015-06-12 14:06:32.116450,-156,700,688
2015-06-12 14:06:32.215899,-124,648,648
2015-06-12 14:06:32.315348,-84,480,828
2015-06-12 14:06:32.414797,-152,348,836
2015-06-12 14:06:32.514246,-296,320,752
2015-06-12 14:06:32.613695,-412,396,996
2015-06-12 14:06:32.713144,-420,552,1208
2015-06-12 14:06:32.812593,-352,432,856
2015-06-12 14:06:32.912042,-360,672,880
2015-06-12 14:06:33.011491,-348,688,864
2015-06-12 14:06:33.110940,-308,584,780
2015-06-12 14:06:33.210389,-204,508,808
2015-06-12 14:06:33.309838,-168,424,848
2015-06-12 14:06:33.409287,-156,400,780
2015-06-12 14:06:33.508736,-156,372,908
2015-06-12 14:06:33.608185,-140,244,1172
2015-06-12 14:06:33.707634,-132,112,1032
2015-06-12 14:06:33.807083,-184,160,956
2015-06-12 14:06:33.906532,-236,156,1000
2015-06-12 14:06:34.005981,-264,236,984
