Time,BNO055_AX,BNO055_AY,BNO055_AZ
2015-06-12 13:31:39.610041,-300,664,700
2015-06-12 13:31:39.709490,-316,652,748
2015-06-12 13:31:39.808939,-392,588,668
2015-06-12 13:31:39.908388,-328,644,880
2015-06-12 13:31:40.007837,-320,644,796
2015-06-12 13:31:40.107286,-304,636,772
2015-06-12 13:31:40.206735,-316,620,788
2015-06-12 13:31:40.306184,-292,640,900
2015-06-12 13:31:40.405633,-236,648,808
2015-06-12 13:31:40.505082,-220,704,692
2015-06-12 13:31:40.604531,-220,728,648
2015-06-12 13:31:40.703980,-204,684,756
2015-06-12 13:31:40.803429,-92,676,760
2015-06-12 13:31:40.902878,-168,752,728
2015-06-12 13:31:41.002327,-152,692,756
2015-06-12 13:31:41.101776,-168,692,780
2015-06-12 13:31:41.201225,-108,672,784
2015-06-12 13:31:41.300674,-96,704,780
2015-06-12 13:31:41.400123,-36,712,780
2015-06-12 13:31:41.499572,-68,712,820
2015-06-12 13:31:41.599021,-84,656,844
2015-06-12 13:31:41.698470,-180,628,724
2015-06-12 13:31:41.797919,-204,600,820
2015-06-12 13:31:41.897368,-212,664,760
2015-06-12 13:31:41.996817,-200,684,820
2015-06-12 13:31:42.096266,-168,628,848
2015-06-12 13:31:42.195715,-144,672,796
2015-06-12 13:31:42.295164,-104,668,812
2015-06-12 13:31:42.394613,-152,640,788
2015-06-12 13:31:42.494062,-152,640,780
2015-06-12 13:31:42.593511,-108,624,860
2015-06-12 13:31:42.692960,-144,664,780
2015-06-12 13:31:42.792409,-156,680,828
2015-06-12 13:31:42.891858,-160,632,780
2015-06-12 13:31:42.991307,-172,660,768
2015-06-12 13:31:43.090756,-164,680,808
2015-06-12 13:31:43.190205,-104,708,788
2015-06-12 13:31:43.289654,-76,696,772
2015-06-12 13:31:43.389103,-152,676,632
2015-06-12 13:31:43.488552,-212,656,732
2015-06-12 13:31:43.588001,-208,708,872
2015-06-12 13:31:43.687450,-208,688,812
2015-06-12 13:31:43.786899,-184,704,752
2015-06-12 13:31:43.886348,-184,672,756
2015-06-12 13:31:43.985797,-188,688,744
2015-06-12 13:31:44.085246,-172,688,792
2015-06-12 13:31:44.184695,-164,692,804
2015-06-12 13:31:44.284144,-184,724,896
2015-06-12 13:31:44.383593,-200,668,876
2015-06-12 13:31:44.483042,-204,628,832
2015-06-12 13:31:44.582491,-152,576,904
2015-06-12 13:31:44.681940,-148,544,804
2015-06-12 13:31:44.781389,-168,556,872
2015-06-12 13:31:44.880838,-180,556,856
2015-06-12 13:31:44.980287,-148,660,756
2015-06-12 13:31:45.079736,-136,632,776
2015-06-12 13:31:45.179185,-120,568,868
2015-06-12 13:31:45.278634,-96,556,896
2015-06-12 13:31:45.378083,-104,576,916
2015-06-12 13:31:45.477532,-28,576,852
2015-06-12 13:31:45.576981,-32,576,800
2015-06-12 13:31:45.676430,-52,580,940
2015-06-12 13:31:45.775879,-88,564,912
2015-06-12 13:31:45.875328,-52,508,844
2015-06-12 13:31:45.974777,-136,560,780
2015-06-12 13:31:46.074226,-256,716,672
2015-06-12 13:31:46.173675,-200,776,740
2015-06-12 13:31:46.273124,-172,640,800
2015-06-12 13:31:46.372573,-180,536,808
2015-06-12 13:31:46.472022,-224,632,792
2015-06-12 13:31:46.571471,-244,648,852
2015-06-12 13:31:46.670920,-268,668,872
2015-06-12 13:31:46.770369,-272,664,916
2015-06-12 13:31:46.869818,-256,644,856
2015-06-12 13:31:46.969267,-192,648,804
2015-06-12 13:31:47.068716,-172,632,784
2015-06-12 13:31:47.168165,-124,636,748
2015-06-12 13:31:47.267614,-80,684,804
2015-06-12 13:31:47.367063,-4,708,912
2015-06-12 13:31:47.466512,8,712,844
2015-06-12 13:31:47.565961,60,708,692
2015-06-12 13:31:47.665410,92,712,668
2015-06-12 13:31:47.764859,168,640,764
2015-06-12 13:31:47.864308,228,588,716
2015-06-12 13:31:47.963757,196,636,756
2015-06-12 13:31:48.063206,204,696,820
2015-06-12 13:31:48.162655,188,696,780
2015-06-12 13:31:48.262104,168,676,832
2015-06-12 13:31:48.361553,152,672,840
2015-06-12 13:31:48.461002,132,672,812
2015-06-12 13:31:48.560451,136,660,804
2015-06-12 13:31:48.659900,116,656,808
2015-06-12 13:31:48.759349,112,684,820
2015-06-12 13:31:48.858798,116,684,804
2015-06-12 13:31:48.958247,116,668,800
2015-06-12 13:31:49.057696,104,676,812
2015-06-12 13:31:49.157145,104,700,852
2015-06-12 13:31:49.256594,120,676,832
2015-06-12 13:31:49.356043,148,668,796
2015-06-12 13:31:49.455492,160,660,756
2015-06-12 13:31:49.554941,168,672,776
2015-06-12 13:31:49.654390,164,688,780
2015-06-12 13:31:49.753839,148,688,784
