Time,BNO055_AX,BNO055_AY,BNO055_AZ
2015-06-12 13:30:00.161041,100,620,804
2015-06-12 13:30:00.260490,68,640,800
2015-06-12 13:30:00.359939,48,628,884
2015-06-12 13:30:00.459388,44,616,888
2015-06-12 13:30:00.558837,76,628,860
2015-06-12 13:30:00.658286,104,616,868
2015-06-12 13:30:00.757735,120,596,868
2015-06-12 13:30:00.857184,136,612,812
2015-06-12 13:30:00.956633,164,624,840
2015-06-12 13:30:01.056082,168,596,840
2015-06-12 13:30:01.155531,160,596,836
2015-06-12 13:30:01.254980,176,608,824
2015-06-12 13:30:01.354429,172,608,844
2015-06-12 13:30:01.453878,168,612,848
2015-06-12 13:30:01.553327,172,608,848
2015-06-12 13:30:01.652776,160,616,852
2015-06-12 13:30:01.752225,156,608,824
2015-06-12 13:30:01.851674,156,612,860
2015-06-12 13:30:01.951123,152,608,836
2015-06-12 13:30:02.050572,140,636,840
2015-06-12 13:30:02.150021,132,616,848
2015-06-12 13:30:02.249470,136,604,848
2015-06-12 13:30:02.348919,144,620,832
2015-06-12 13:30:02.448368,152,600,852
2015-06-12 13:30:02.547817,152,592,872
2015-06-12 13:30:02.647266,144,596,848
2015-06-12 13:30:02.746715,152,592,856
2015-06-12 13:30:02.846164,152,592,832
2015-06-12 13:30:02.945613,140,600,832
2015-06-12 13:30:03.045062,108,604,864
2015-06-12 13:30:03.144511,112,612,840
2015-06-12 13:30:03.243960,116,620,816
2015-06-12 13:30:03.343409,100,608,832
2015-06-12 13:30:03.442858,112,580,840
2015-06-12 13:30:03.542307,60,612,868
2015-06-12 13:30:03.641756,36,624,940
2015-06-12 13:30:03.741205,12,604,892
2015-06-12 13:30:03.840654,32,604,876
2015-06-12 13:30:03.940103,16,608,868
2015-06-12 13:30:04.039552,20,592,860
2015-06-12 13:30:04.139001,32,592,860
2015-06-12 13:30:04.238450,32,616,856
2015-06-12 13:30:04.337899,40,588,796
2015-06-12 13:30:04.437348,16,560,816
2015-06-12 13:30:04.536797,-4,560,808
2015-06-12 13:30:04.636246,-40,580,836
2015-06-12 13:30:04.735695,-84,592,836
2015-06-12 13:30:04.835144,-160,592,844
2015-06-12 13:30:04.934593,-204,604,924
2015-06-12 13:30:05.034042,-236,636,972
2015-06-12 13:30:05.133491,-268,584,844
2015-06-12 13:30:05.232940,-236,572,840
2015-06-12 13:30:05.332389,-228,556,792
2015-06-12 13:30:05.431838,-240,540,752
2015-06-12 13:30:05.531287,-260,532,772
2015-06-12 13:30:05.630736,-308,524,808
2015-06-12 13:30:05.730185,-360,520,808
2015-06-12 13:30:05.829634,-412,488,820
2015-06-12 13:30:05.929083,-456,468,816
2015-06-12 13:30:06.028532,-488,476,768
2015-06-12 13:30:06.127981,-556,488,636
2015-06-12 13:30:06.227430,-616,448,648
2015-06-12 13:30:06.326879,-664,416,660
2015-06-12 13:30:06.426328,-704,412,664
2015-06-12 13:30:06.525777,-744,444,588
2015-06-12 13:30:06.625226,-768,496,688
2015-06-12 13:30:06.724675,-788,472,688
2015-06-12 13:30:06.824124,-852,460,700
2015-06-12 13:30:06.923573,-816,436,724
2015-06-12 13:30:07.023022,-712,432,712
2015-06-12 13:30:07.122471,-552,436,700
2015-06-12 13:30:07.221920,-568,428,576
2015-06-12 13:30:07.321369,-516,424,756
2015-06-12 13:30:07.420818,-464,424,748
2015-06-12 13:30:07.520267,-472,424,724
2015-06-12 13:30:07.619716,-520,400,692
2015-06-12 13:30:07.719165,-528,448,732
2015-06-12 13:30:07.818614,-600,460,736
2015-06-12 13:30:07.918063,-648,540,776
2015-06-12 13:30:08.017512,-672,504,656
2015-06-12 13:30:08.116961,-704,432,724
2015-06-12 13:30:08.216410,-748,400,664
2015-06-12 13:30:08.315859,-760,312,580
2015-06-12 13:30:08.415308,-772,276,488
2015-06-12 13:30:08.514757,-796,260,524
2015-06-12 13:30:08.614206,-848,240,612
2015-06-12 13:30:08.713655,-888,292,584
2015-06-12 13:30:08.813104,-872,340,560
2015-06-12 13:30:08.912553,-896,340,552
2015-06-12 13:30:09.012002,-880,304,504
2015-06-12 13:30:09.111451,-828,276,496
2015-06-12 13:30:09.210900,-808,276,512
2015-06-12 13:30:09.310349,-800,276,480
2015-06-12 13:30:09.409798,-796,320,532
2015-06-12 13:30:09.509247,-808,360,516
2015-06-12 13:30:09.608696,-852,368,524
2015-06-12 13:30:09.708145,-860,372,556
2015-06-12 13:30:09.807594,-824,372,528
2015-06-12 13:30:09.907043,-832,328,476
2015-06-12 13:30:10.006492,-856,332,564
2015-06-12 13:30:10.105941,-880,320,600
2015-06-12 13:30:10.205390,-824,304,628
2015-06-12 13:30:10.304839,-804,284,524
2015-06-12 13:30:10.404288,-740,556,456
2015-06-12 13:30:10.503737,-744,408,592
2015-06-12 13:30:10.603186,-740,400,584
2015-06-12 13:30:10.702635,-760,416,588
2015-06-12 13:30:10.802084,-792,372,620
2015-06-12 13:30:10.901533,-784,368,564
2015-06-12 13:30:11.000982,-772,372,592
2015-06-12 13:30:11.100431,-764,372,632
2015-06-12 13:30:11.199880,-792,360,648
2015-06-12 13:30:11.299329,-764,308,600
2015-06-12 13:30:11.398778,-760,316,588
2015-06-12 13:30:11.498227,-724,348,700
2015-06-12 13:30:11.597676,-748,332,616
2015-06-12 13:30:11.697125,-756,348,624
2015-06-12 13:30:11.796574,-788,320,564
2015-06-12 13:30:11.896023,-796,324,524
2015-06-12 13:30:11.995472,-792,248,516
2015-06-12 13:30:12.094921,-804,300,520
2015-06-12 13:30:12.194370,-800,340,608
2015-06-12 13:30:12.293819,-812,300,564
2015-06-12 13:30:12.393268,-840,296,532
2015-06-12 13:30:12.492717,-844,288,580
2015-06-12 13:30:12.592166,-828,300,652
2015-06-12 13:30:12.691615,-792,328,612
2015-06-12 13:30:12.791064,-804,332,576
2015-06-12 13:30:12.890513,-788,348,612
2015-06-12 13:30:12.989962,-764,384,700
2015-06-12 13:30:13.089411,-752,352,672
2015-06-12 13:30:13.188860,-716,368,664
2015-06-12 13:30:13.288309,-656,428,700
2015-06-12 13:30:13.387758,-608,420,676
2015-06-12 13:30:13.487207,-556,436,660
2015-06-12 13:30:13.586656,-532,428,652
2015-06-12 13:30:13.686105,-568,416,640
2015-06-12 13:30:13.785554,-604,432,696
2015-06-12 13:30:13.885003,-652,504,680
2015-06-12 13:30:13.984452,-700,508,628
2015-06-12 13:30:14.083901,-708,416,684
2015-06-12 13:30:14.183350,-732,408,620
2015-06-12 13:30:14.282799,-712,468,600
2015-06-12 13:30:14.382248,-720,496,576
2015-06-12 13:30:14.481697,-732,444,568
2015-06-12 13:30:14.581146,-740,404,600
2015-06-12 13:30:14.680595,-748,392,596
2015-06-12 13:30:14.780044,-748,400,628
2015-06-12 13:30:14.879493,-756,388,588
2015-06-12 13:30:14.978942,-732,400,556
2015-06-12 13:30:15.078391,-740,404,552
2015-06-12 13:30:15.177840,-756,400,548
2015-06-12 13:30:15.277289,-780,380,556
2015-06-12 13:30:15.376738,-800,356,576
2015-06-12 13:30:15.476187,-812,344,560
2015-06-12 13:30:15.575636,-828,356,528
2015-06-12 13:30:15.675085,-820,344,564
2015-06-12 13:30:15.774534,-820,356,556
2015-06-12 13:30:15.873983,-820,404,528
2015-06-12 13:30:15.973432,-804,432,540
2015-06-12 13:30:16.072881,-848,408,440
2015-06-12 13:30:16.172330,-836,424,444
2015-06-12 13:30:16.271779,-824,380,532
2015-06-12 13:30:16.371228,-808,304,548
2015-06-12 13:30:16.470677,-832,312,560
2015-06-12 13:30:16.570126,-812,324,584
2015-06-12 13:30:16.669575,-804,336,536
2015-06-12 13:30:16.769024,-792,340,576
2015-06-12 13:30:16.868473,-800,336,648
2015-06-12 13:30:16.967922,-796,384,616
2015-06-12 13:30:17.067371,-688,424,504
2015-06-12 13:30:17.166820,-700,356,616
