Time,BNO055_AX,BNO055_AY,BNO055_AZ
2015-06-12 14:13:05.835041,264,780,648
2015-06-12 14:13:05.934490,276,792,652
2015-06-12 14:13:06.033939,264,788,644
2015-06-12 14:13:06.133388,264,764,672
2015-06-12 14:13:06.232837,268,784,660
2015-06-12 14:13:06.332286,260,796,624
2015-06-12 14:13:06.431735,260,788,676
2015-06-12 14:13:06.531184,260,776,672
2015-06-12 14:13:06.630633,260,792,640
2015-06-12 14:13:06.730082,256,800,620
2015-06-12 14:13:06.829531,240,788,668
2015-06-12 14:13:06.928980,236,776,672
2015-06-12 14:13:07.028429,240,804,636
2015-06-12 14:13:07.127878,232,820,648
2015-06-12 14:13:07.227327,244,788,656
2015-06-12 14:13:07.326776,256,772,660
2015-06-12 14:13:07.426225,256,776,652
2015-06-12 14:13:07.525674,252,800,628
2015-06-12 14:13:07.625123,248,772,652
2015-06-12 14:13:07.724572,256,756,700
2015-06-12 14:13:07.824021,260,796,612
2015-06-12 14:13:07.923470,264,796,648
2015-06-12 14:13:08.022919,252,788,676
2015-06-12 14:13:08.122368,260,800,636
2015-06-12 14:13:08.221817,252,800,620
2015-06-12 14:13:08.321266,268,776,636
2015-06-12 14:13:08.420715,288,784,644
2015-06-12 14:13:08.520164,272,800,636
2015-06-12 14:13:08.619613,276,760,676
2015-06-12 14:13:08.719062,280,764,668
2015-06-12 14:13:08.818511,288,784,604
2015-06-12 14:13:08.917960,284,776,656
2015-06-12 14:13:09.017409,272,772,652
2015-06-12 14:13:09.116858,268,800,632
2015-06-12 14:13:09.216307,272,816,604
2015-06-12 14:13:09.315756,260,788,644
2015-06-12 14:13:09.415205,264,776,624
2015-06-12 14:13:09.514654,264,812,624
2015-06-12 14:13:09.614103,272,808,640
2015-06-12 14:13:09.713552,276,792,640
2015-06-12 14:13:09.813001,276,764,652
2015-06-12 14:13:09.912450,292,772,660
2015-06-12 14:13:10.011899,260,792,620
2015-06-12 14:13:10.111348,272,752,656
2015-06-12 14:13:10.210797,280,768,652
2015-06-12 14:13:10.310246,276,800,628
2015-06-12 14:13:10.409695,276,788,652
2015-06-12 14:13:10.509144,272,772,668
2015-06-12 14:13:10.608593,272,780,640
2015-06-12 14:13:10.708042,292,800,632
2015-06-12 14:13:10.807491,276,792,632
2015-06-12 14:13:10.906940,268,768,664
2015-06-12 14:13:11.006389,272,796,636
2015-06-12 14:13:11.105838,256,816,624
2015-06-12 14:13:11.205287,268,796,628
2015-06-12 14:13:11.304736,260,784,644
2015-06-12 14:13:11.404185,256,800,628
2015-06-12 14:13:11.503634,256,820,620
2015-06-12 14:13:11.603083,252,788,656
2015-06-12 14:13:11.702532,248,768,672
2015-06-12 14:13:11.801981,244,820,620
2015-06-12 14:13:11.901430,244,824,632
2015-06-12 14:13:12.000879,256,800,636
2015-06-12 14:13:12.100328,256,800,624
2015-06-12 14:13:12.199777,264,824,576
2015-06-12 14:13:12.299226,248,800,668
2015-06-12 14:13:12.398675,244,768,660
2015-06-12 14:13:12.498124,244,820,600
2015-06-12 14:13:12.597573,244,820,624
2015-06-12 14:13:12.697022,252,804,624
2015-06-12 14:13:12.796471,256,784,644
2015-06-12 14:13:12.895920,272,800,668
2015-06-12 14:13:12.995369,256,812,620
2015-06-12 14:13:13.094818,276,776,652
2015-06-12 14:13:13.194267,276,784,676
2015-06-12 14:13:13.293716,276,808,620
2015-06-12 14:13:13.393165,272,788,636
2015-06-12 14:13:13.492614,268,780,652
2015-06-12 14:13:13.592063,260,792,616
2015-06-12 14:13:13.691512,248,816,592
2015-06-12 14:13:13.790961,248,784,676
2015-06-12 14:13:13.890410,252,776,676
2015-06-12 14:13:13.989859,256,804,588
2015-06-12 14:13:14.089308,256,804,632
2015-06-12 14:13:14.188757,256,796,644
2015-06-12 14:13:14.288206,260,804,624
2015-06-12 14:13:14.387655,272,816,592
2015-06-12 14:13:14.487104,248,796,648
2015-06-12 14:13:14.586553,256,772,664
2015-06-12 14:13:14.686002,240,816,636
2015-06-12 14:13:14.785451,236,820,628
2015-06-12 14:13:14.884900,252,800,632
2015-06-12 14:13:14.984349,256,776,648
2015-06-12 14:13:15.083798,272,800,648
2015-06-12 14:13:15.183247,260,816,612
2015-06-12 14:13:15.282696,272,780,664
2015-06-12 14:13:15.382145,280,800,640
2015-06-12 14:13:15.481594,272,824,628
2015-06-12 14:13:15.581043,280,800,624
2015-06-12 14:13:15.680492,272,780,644
2015-06-12 14:13:15.779941,276,792,648
2015-06-12 14:13:15.879390,256,808,620
2015-06-12 14:13:15.978839,260,772,660
2015-06-12 14:13:16.078288,264,784,664
2015-06-12 14:13:16.177737,256,820,620
