timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,2.99765,-1.35996,-8.83013,8.05664,-21.72852,-8.97217,2.79653,-1.35517,-10.06558,-3.35693,-1.40381,-9.15527
100,2.51879,-1.24503,-8.94506,7.01904,-21.3623,-9.64355,2.12613,-1.08222,-9.98418,0.06104,1.2207,5.85938
200,2.27936,-1.26418,-8.9259,7.38525,-20.56885,-10.00977,2.02078,-1.10616,-10.25713,1.15967,-1.46484,0.42725
300,2.59541,-1.37911,-9.05041,6.34766,-20.26367,-9.64355,2.31288,-1.33601,-10.12305,0.61035,6.89697,-0.67139
400,2.49006,-1.50361,-8.83971,7.38525,-20.56885,-9.52148,2.21232,-1.49882,-10.00333,1.0376,1.89209,-1.77002
500,2.72949,-1.4653,-9.09829,7.38525,-20.56885,-9.64355,2.43738,-1.42221,-10.23318,-1.83105,-5.31006,-4.08936
600,2.3464,-1.19714,-9.03125,6.5918,-20.56885,-9.64355,2.04951,-1.01997,-10.19487,2.01416,2.31934,4.21143
700,2.21232,-1.40784,-8.95463,6.5918,-20.99609,-9.64355,1.89628,-1.38869,-10.24755,0.79346,5.18799,-3.60107
800,2.36556,-1.47488,-9.25153,6.5918,-20.26367,-9.27734,2.07824,-1.30249,-10.35769,0.54932,-2.92969,-2.50244
900,3.36158,-1.37911,-8.60986,6.34766,-19.89746,-10.31494,3.08863,-1.32644,-9.91235,-7.08008,-7.01904,-14.34326
1000,2.52837,-1.39826,-8.85886,7.8125,-20.99609,-9.94873,2.33682,-1.35038,-9.91714,2.99072,-0.06104,11.96289
1100,1.96332,-1.53234,-8.90675,7.8125,-20.56885,-8.8501,1.61375,-1.2594,-10.24276,4.3335,-1.83105,7.38525
1200,2.3464,-1.40784,-9.05998,6.5918,-21.3623,-8.05664,2.03514,-1.24503,-10.0991,-0.85449,7.32422,-4.39453
1300,2.64329,-1.44615,-8.90675,6.34766,-20.56885,-9.76562,2.39429,-1.2163,-9.83094,0.97656,4.94385,-5.24902
1400,2.94976,-1.30249,-8.86844,7.01904,-20.26367,-8.97217,2.64329,-1.46052,-10.13741,-1.89209,-3.54004,0.30518
1500,2.23148,-1.27376,-8.88759,6.34766,-20.56885,-8.97217,1.89628,-1.14447,-10.01291,5.92041,2.13623,5.79834
1600,2.07824,-1.5515,-9.09829,6.34766,-20.56885,-8.54492,1.80529,-1.43178,-10.22361,0.06104,6.7749,-2.56348
1700,2.65287,-1.5515,-9.02167,6.5918,-20.56885,-8.97217,2.57146,-1.29292,-9.92671,-2.86865,-1.34277,-7.93457
1800,3.30412,-1.2163,-8.63859,6.34766,-20.56885,-8.8501,3.03117,-1.48925,-9.99854,-2.80762,1.15967,-7.26318
1900,2.2219,-1.14926,-8.85886,6.5918,-21.3623,-9.64355,1.79093,-0.99123,-9.98418,6.22559,0.18311,11.04736
2000,2.11655,-1.60896,-9.09829,5.24902,-21.3623,-8.8501,1.93937,-1.32165,-10.33374,3.479,6.28662,3.11279
2100,2.39429,-1.20672,-8.68647,6.34766,-20.56885,-8.8501,2.19317,-1.27855,-10.06079,-1.83105,4.45557,-8.05664
2200,2.7678,-1.65685,-8.93548,6.5918,-20.56885,-8.8501,2.50921,-1.46052,-9.9315,0.18311,-0.36621,-3.17383
2300,2.69118,-1.23545,-8.77267,7.01904,-20.56885,-8.48389,2.25063,-1.14926,-9.97939,-2.13623,-2.0752,3.17383
2400,2.05909,-1.23545,-8.86844,6.04248,-21.3623,-9.64355,1.68079,-0.99123,-10.02727,5.43213,0.67139,5.06592
2500,2.02078,-1.39826,-9.17491,7.01904,-20.99609,-9.27734,1.73346,-1.28334,-10.30022,-0.06104,8.48389,-4.3335
2600,2.67202,-1.41742,-8.88759,6.5918,-21.3623,-9.64355,2.68639,-1.18757,-9.95545,-1.09863,-5.31006,-10.0708
2700,3.40946,-1.43657,-8.81098,7.01904,-20.99609,-8.8501,2.92103,-1.72389,-10.07516,-3.90625,1.83105,-4.69971
2800,2.10697,-0.95771,-8.79182,6.34766,-21.3623,-8.48389,1.61375,-0.76617,-9.94587,3.84521,-1.89209,10.86426
2900,2.05909,-1.62812,-9.21322,6.34766,-20.20264,-9.64355,1.84839,-1.43178,-10.3529,2.62451,6.65283,0.85449
3000,2.32725,-1.20672,-8.88759,6.34766,-20.99609,-8.48389,2.12613,-1.05827,-9.94108,-3.41797,1.95312,-8.97217
3100,2.8061,-1.51319,-8.96421,5.61523,-20.50781,-9.94873,2.5571,-1.35517,-9.98418,0.85449,2.13623,-1.34277
3200,2.69118,-1.28334,-8.90675,6.34766,-21.24023,-8.05664,2.35119,-1.31207,-10.16135,-3.90625,-4.21143,2.38037
3300,2.23148,-1.28334,-8.65774,6.5918,-20.20264,-8.8501,1.97768,-1.01997,-9.89319,4.63867,-2.38037,5.67627
3400,2.03993,-1.63769,-9.31857,6.5918,-21.24023,-8.8501,1.69516,-1.47967,-10.22839,0.61035,7.62939,-0.42725
3500,2.60498,-1.48446,-8.93548,6.5918,-20.87402,-9.94873,2.53316,-1.08222,-9.9315,-2.74658,-4.69971,-7.26318
3600,3.30412,-1.28334,-8.85886,6.5918,-21.24023,-8.48389,2.99286,-1.49882,-9.89319,-4.27246,1.64795,-6.83594
3700,2.18359,-0.90983,-8.94506,7.38525,-20.50781,-8.8501,1.84839,-0.90504,-10.16614,6.46973,-0.79346,11.16943
