timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,3.86917,6.79978,-7.50848,21.3623,8.36182,-4.76074,3.96015,8.27466,-8.35127,-51.26953,36.68213,42.78564
100,1.98247,8.17888,-7.86284,21.05713,5.85938,-6.5918,1.43178,8.82534,-8.96421,25.45166,-7.38525,-32.22656
200,1.31207,3.09342,-8.16931,20.38574,7.56836,-5.43213,0.94814,2.79653,-8.83013,12.45117,10.55908,-18.49365
300,3.03596,5.80375,-8.48535,21.05713,7.99561,-5.85938,2.67202,5.43982,-9.34251,-111.81641,36.31592,24.90234
400,2.56668,6.15811,-5.61221,19.59229,5.5542,-9.64355,2.28894,6.44063,-6.67048,84.83887,-39.42871,-40.95459
500,0.22985,3.05511,-8.57155,19.59229,7.56836,-7.87354,-0.31605,2.46133,-9.67292,-69.94629,31.98242,-2.13623
600,0.3352,12.77592,-6.92428,18.55469,6.5918,-10.13184,0.16281,15.38569,-4.91308,-13.30566,53.4668,40.1001
700,2.03993,3.45735,-7.36483,18.9209,6.71387,-10.92529,1.7191,2.98328,-7.47975,19.89746,26.48926,35.64453
800,3.42862,8.31296,-7.14455,18.12744,5.92041,-10.92529,3.20834,9.72081,-7.88678,-37.41455,-8.8501,24.6582
900,4.07029,4.53957,-8.22677,19.28711,5.5542,-9.76562,4.01761,4.68323,-9.43828,-10.98633,-59.93652,-19.83643
1000,0.98645,6.88597,-6.56035,19.59229,5.61523,-8.97217,0.39745,7.84368,-7.69045,-15.80811,-27.771,-29.78516
1100,0.35435,5.55475,-7.07751,19.59229,5.5542,-8.66699,-0.10535,5.39672,-8.34648,2.92969,-15.07568,0.42725
1200,2.57625,8.35127,-5.84206,20.38574,5.85938,-6.34766,2.31288,9.67292,-5.92347,10.19287,31.73828,8.48389
1300,1.40784,6.69443,-7.39356,20.38574,6.89697,-7.87354,0.86194,6.31134,-8.76309,33.38623,8.36182,-18.43262
1400,2.26978,4.71196,-6.65612,19.59229,7.01904,-8.30078,2.02078,4.86519,-7.3361,10.62012,27.22168,32.95898
1500,3.62974,6.48373,-5.34405,19.28711,6.22559,-9.76562,3.42862,7.05357,-5.22912,2.80762,15.50293,34.30176
1600,2.92103,5.42067,-7.40314,19.28711,5.5542,-8.97217,2.96892,6.8333,-8.19325,-52.49023,-26.06201,-11.53564
1700,0.25858,7.04878,-7.35525,19.59229,4.76074,-9.76562,-0.24901,7.39356,-7.95861,24.78027,-22.64404,-54.32129
1800,2.71033,6.704,-11.30104,20.01953,6.22559,-7.8125,3.27538,8.91633,-12.85253,2.86865,14.77051,18.55469
1900,1.60896,7.91072,-5.17166,20.01953,7.32422,-8.30078,0.15323,5.7846,-3.25144,60.2417,20.99609,-4.02832
2000,0.55547,3.21792,-6.83808,19.28711,7.99561,-9.33838,0.90025,3.25144,-8.60028,-52.4292,23.01025,49.19434
2100,5.24828,7.95861,-5.28659,19.28711,6.22559,-9.46045,5.72713,9.52926,-6.06712,-35.64453,17.7002,43.76221
2200,3.6872,7.0392,-6.95301,18.9209,3.60107,-9.76562,2.42302,7.06315,-6.83808,8.97217,-23.68164,-10.00977
2300,-0.16281,6.07191,-5.77502,20.01953,3.96729,-9.46045,-0.16281,5.91389,-7.13019,6.04248,-8.8501,16.41846
2400,3.30412,5.33447,-7.92988,20.01953,3.2959,-9.33838,3.34242,6.63696,-8.82055,-23.49854,9.82666,8.05664
2500,2.17401,7.90115,-7.13498,19.59229,2.50244,-11.23047,1.81487,8.27944,-8.03044,45.16602,2.0752,-10.00977
2600,4.06071,6.34007,-9.33772,19.28711,2.92969,-8.97217,3.02638,6.3305,-9.4287,72.20459,-4.82178,-30.45654
2700,0.82363,6.60823,-4.37676,19.28711,5.7373,-9.33838,0.80927,8.46141,-4.52999,-17.82227,38.33008,-20.99609
2800,1.1301,4.98012,-6.10064,18.12744,5.43213,-11.23047,0.81885,3.86438,-7.09188,25.6958,29.1748,-35.70557
2900,0.86194,6.65612,-5.52601,16.35742,6.53076,-12.39014,0.65125,6.60344,-3.99846,25.32959,23.92578,20.99609
