timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,0.10535,2.74864,-8.24592,-14.22119,12.20703,-16.17432,38.5145,31.17841,-52.73657,48.15674,19.89746,-16.35742
100,3.12215,1.33122,-7.51806,-15.19775,13.24463,-14.4043,41.97185,32.12654,-53.24416,25.14648,-6.65283,56.45752
200,2.00162,1.50361,-7.13498,-14.16016,13.85498,-14.70947,40.48261,32.21753,-53.02867,-9.15527,25.45166,6.5918
300,1.52277,3.70636,-8.73436,-13.73291,14.89258,-14.70947,40.12346,33.96057,-54.07258,-14.03809,45.71533,11.96289
400,4.16606,4.83646,-10.3529,-15.625,14.89258,-12.93945,42.78591,34.38675,-54.95368,67.50488,32.34863,76.72119
500,3.62974,1.52277,-10.36247,-15.50293,16.35742,-10.74219,42.39804,32.38034,-55.11649,43.64014,-15.31982,121.09375
600,2.53794,1.93458,-9.10787,-11.23047,19.59229,-10.74219,41.26314,32.99806,-54.93452,-57.12891,-8.66699,81.66504
700,2.26021,3.40946,-8.75351,-6.5918,19.89746,-11.71875,40.78908,34.68843,-54.28807,-63.96484,15.50293,39.48975
800,1.71431,5.14293,-7.72876,-6.34766,19.104,-13.42773,40.17614,35.55995,-53.50753,5.18799,42.29736,55.48096
900,1.65685,3.87875,-9.28983,-5.5542,19.77539,-13.42773,40.30064,34.93744,-54.91058,1.46484,44.67773,46.14258
1000,2.08782,2.70076,-8.94506,-4.63867,19.77539,-11.71875,40.58796,33.00285,-54.13483,31.79932,33.99658,33.69141
1100,1.66642,2.77737,-8.50451,-3.96729,21.1792,-9.82666,40.17614,33.20876,-53.66555,8.8501,23.19336,35.82764
1200,1.44615,2.51879,-8.66732,-3.479,20.38574,-10.31494,39.97981,32.93102,-53.75175,23.13232,-8.72803,48.76709
1300,1.50361,2.54752,-9.64419,-0.67139,21.48438,-9.15527,39.97981,33.56312,-54.9872,39.18457,-9.27734,46.32568
1400,0.94814,2.90188,-9.70165,1.46484,22.15576,-7.69043,39.23279,33.58706,-55.66239,47.05811,3.66211,22.52197
1500,0.43097,2.32725,-8.53324,2.13623,22.82715,-6.10352,38.9359,32.63892,-54.28328,25.93994,41.1377,31.79932
1600,2.07824,2.84441,-8.83013,3.60107,22.82715,-4.76074,40.86569,33.71156,-54.24497,-3.17383,48.03467,26.85547
1700,2.75822,2.23148,-8.02565,3.96729,22.15576,-5.61523,41.30145,32.45696,-53.06219,-15.07568,51.69678,31.55518
1800,2.28894,3.71593,-9.02167,5.37109,22.52197,-7.32422,40.88006,34.73153,-53.96244,-63.59863,3.60107,43.82324
1900,1.85797,4.28099,-9.08871,6.53076,21.85059,-7.69043,40.22881,34.73632,-54.75735,-35.21729,-21.66748,44.86084
2000,0.80448,2.49006,-8.4662,8.54492,21.05713,-9.15527,39.41475,33.78339,-54.1492,7.38525,8.8501,30.88379
2100,1.99205,2.28894,-7.95861,9.27734,19.28711,-8.48389,40.68852,33.33327,-53.49795,19.40918,22.3999,-14.77051
2200,3.11257,2.0112,-10.10389,9.27734,21.05713,-8.05664,41.57919,32.17922,-55.32719,67.26074,-9.94873,-30.2124
2300,1.0056,1.50361,-9.55799,7.08008,21.85059,-4.88281,39.37645,32.29414,-54.70467,0.0,-33.56934,-6.65283
2400,-1.08222,3.21792,-9.81658,7.87354,22.52197,-4.08936,36.714,33.78339,-54.76692,-88.68408,-26.30615,0.18311
2500,-1.47488,4.48211,-8.33212,8.54492,21.05713,-7.01904,37.12582,34.54477,-54.81002,-26.30615,-13.97705,47.42432
2600,0.51717,2.8923,-8.6769,10.31494,20.38574,-7.38525,39.47701,33.80255,-54.41736,44.06738,23.49854,37.59766
2700,2.92103,2.18359,-9.00252,11.77979,21.05713,-6.5918,41.81862,33.21355,-54.68552,14.5874,30.94482,-3.05176
2800,2.88272,2.31767,-9.41434,10.74219,20.69092,-6.5918,41.19132,33.26144,-54.22103,-46.14258,17.76123,-52.06299
2900,0.81406,2.57625,-8.53324,8.54492,20.69092,-8.54492,38.92153,32.34682,-53.46443,-53.34473,-6.7749,-40.95459
3000,-0.6704,3.23708,-10.19009,7.50732,20.38574,-8.8501,37.41313,33.46256,-56.42377,-11.53564,3.41797,29.35791
3100,0.73744,2.56668,-10.46782,9.27734,20.01953,-9.64355,39.86009,33.40031,-56.0359,69.94629,-31.00586,38.57422
3200,3.57228,1.78135,-7.91072,10.74219,20.69092,-7.08008,42.31184,33.51523,-53.7709,18.67676,9.39941,3.2959
3300,2.35598,1.77177,-7.88199,10.74219,20.38574,-7.08008,41.01893,32.58625,-52.94727,-17.02881,22.82715,-92.34619
3400,1.05349,1.56108,-7.95861,7.08008,22.15576,-6.71387,39.33814,30.81926,-53.16754,14.83154,-16.29639,-51.26953
3500,0.50759,1.57065,-9.24195,6.40869,22.15576,-6.34766,39.0604,32.1026,-54.61369,-44.43359,-12.87842,13.12256
3600,1.47488,3.57228,-9.97939,5.37109,22.15576,-7.87354,40.066,34.3245,-55.64323,-61.4624,-20.93506,34.91211
3700,1.7622,2.82526,-8.08311,7.50732,20.69092,-10.00977,40.36289,33.96057,-53.41655,-34.79004,-4.3335,-2.44141
