timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,1.56108,1.1301,-7.91072,-10.31494,19.71436,-10.49805,1.0487,1.06306,-8.71999,40.83252,5.49316,-23.62061
100,1.96332,1.75262,-9.10787,-12.20703,20.38574,-8.78906,1.31686,1.44615,-9.75433,-24.29199,-1.64795,24.10889
200,1.86754,3.97452,-9.15575,-11.1084,20.50781,-10.31494,1.40305,4.80294,-10.43909,-54.26025,-16.41846,47.9126
300,1.16841,3.23708,-8.64817,-8.54492,19.28711,-11.77979,0.52674,3.74945,-10.07516,-11.53564,2.2583,18.12744
400,1.87712,2.15486,-9.79742,-8.48389,19.40918,-12.57324,1.30249,2.98328,-11.1909,1.89209,-1.2207,4.82178
500,1.53234,2.54752,-10.22839,-7.01904,20.01953,-10.98633,0.90983,2.82047,-10.79345,10.49805,3.90625,3.17383
600,1.40784,2.4326,-8.39916,-7.38525,20.01953,-12.08496,0.838,3.15567,-9.28026,-8.54492,4.88281,-13.85498
700,1.37911,2.45175,-7.55637,-6.71387,19.77539,-12.20703,0.9625,2.80132,-8.73915,20.75195,-20.20264,-10.92529
800,1.01518,2.03036,-7.76707,-8.48389,20.50781,-12.20703,0.39266,2.64329,-8.87802,28.86963,-10.49805,-27.03857
900,0.85237,3.58185,-10.2667,-8.17871,20.08057,-11.77979,0.2107,4.24747,-11.68891,-11.2915,18.49365,-22.27783
1000,2.29852,3.52439,-9.0121,-8.17871,20.01953,-11.77979,1.7191,3.54833,-9.84531,-7.32422,29.29688,-11.47461
1100,1.70473,2.49006,-7.94903,-10.25391,18.9209,-9.94873,1.11095,2.99765,-8.60986,-23.74268,1.15967,13.06152
1200,1.47488,4.19479,-9.51969,-10.25391,19.71436,-11.41357,0.87152,4.54436,-9.77827,12.45117,-5.98145,11.47461
1300,2.52837,2.96892,-10.4774,-9.52148,19.28711,-11.1084,1.74783,3.42862,-11.92834,34.36279,1.15967,-4.21143
1400,1.69516,3.4765,-8.3417,-9.52148,19.71436,-10.74219,1.26897,3.49566,-9.58673,14.16016,21.60645,20.69092
1500,1.71431,1.20672,-7.2499,-9.27734,20.38574,-10.31494,1.06785,2.25063,-8.47099,-14.64844,23.31543,6.22559
1600,2.52837,1.25461,-8.09269,-9.52148,20.69092,-9.82666,2.21232,1.06306,-8.85407,-13.42773,-0.54932,-3.23486
1700,1.90585,2.87314,-9.70165,-9.52148,20.69092,-10.31494,1.1301,3.84523,-10.53486,-73.66943,-3.60107,23.80371
1800,1.3408,4.25225,-8.9259,-7.8125,19.28711,-11.77979,0.76138,4.22831,-10.10389,-22.15576,-17.15088,19.83643
1900,1.95374,2.21232,-8.08311,-7.38525,19.28711,-12.75635,1.55629,3.32806,-8.82055,8.17871,-0.12207,3.78418
2000,1.60896,1.48446,-7.29779,-6.71387,19.71436,-12.45117,1.13489,1.7191,-8.28902,17.27295,-1.77002,-16.05225
2100,2.27936,1.48446,-10.34332,-7.8125,19.28711,-13.5498,1.81966,2.00641,-11.65539,84.41162,-37.23145,-23.31543
2200,1.45573,1.13968,-7.84368,-8.48389,21.05713,-9.82666,0.60336,1.94416,-9.35687,45.71533,-5.7373,-9.52148
2300,-0.07662,5.21955,-8.07354,-8.8501,21.48438,-9.15527,-1.05827,4.53957,-7.80538,2.2583,5.85938,-11.65771
2400,1.31207,2.95934,-8.38,-7.38525,20.69092,-8.36182,1.00081,3.09821,-9.83573,40.03906,-12.20703,47.60742
2500,2.73906,3.29454,-9.98897,-6.04248,22.15576,-7.87354,2.09261,4.54915,-11.10949,-8.97217,29.05273,32.22656
2600,1.66642,3.67762,-10.83175,-5.61523,21.72852,-9.0332,1.10616,4.71675,-11.80384,-75.92773,40.1001,-46.56982
2700,2.15486,3.36158,-9.41434,-7.01904,20.26367,-11.2915,1.53234,3.58185,-9.86925,-75.56152,1.15967,-11.2915
2800,0.89067,2.54752,-8.17888,-7.38525,19.22607,-13.67188,0.2107,2.69118,-9.30899,-30.94482,-13.06152,12.69531
2900,-0.03831,4.19479,-9.85489,-7.01904,18.55469,-13.91602,-0.75659,5.18124,-10.84133,43.15186,4.82178,19.104
3000,1.98247,2.42302,-8.15015,-6.71387,20.26367,-13.06152,1.59938,2.40865,-8.99773,78.00293,22.82715,32.89795
3100,3.84044,0.48843,-7.98734,-6.34766,22.46094,-10.13184,3.83565,2.05909,-8.69126,61.34033,32.71484,-39.00146
3200,3.71593,1.29292,-8.76309,-8.17871,22.46094,-7.50732,3.15088,1.24024,-8.99294,-4.5166,3.23486,-45.41016
3300,2.42302,2.20274,-10.05601,-9.33838,20.56885,-7.50732,1.5515,1.43657,-10.99935,-37.59766,-7.99561,5.37109
3400,0.80448,4.6928,-9.71123,-8.97217,20.99609,-8.97217,0.47407,5.54996,-10.71204,-73.24219,-40.2832,67.81006
3500,1.44615,2.85399,-7.96819,-5.37109,20.99609,-12.20703,1.01997,4.37676,-8.40874,-8.17871,-25.02441,30.27344
3600,1.06306,1.54192,-7.39356,-3.96729,21.3623,-13.06152,0.89546,2.51879,-9.0935,21.91162,7.93457,-51.3916
3700,1.82924,2.07824,-10.02727,-4.94385,21.48438,-11.96289,1.21151,1.99205,-10.6019,27.89307,-7.8125,-23.55957
3800,2.51879,2.25063,-9.55799,-6.40869,21.05713,-11.59668,2.0112,2.90666,-10.28586,-52.91748,-34.66797,-27.70996
3900,0.31605,4.76942,-8.12142,-6.83594,21.05713,-11.59668,-0.81406,6.18205,-9.44786,25.63477,-43.94531,-12.93945
