timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,3.33285,-9.31857,-13.22604,-13.91602,-13.18359,-15.68604,4.47253,-9.14618,-12.68014,20.32471,26.48926,-40.83252
100,4.30014,-5.46855,-7.96819,-15.80811,-14.16016,-13.85498,4.64971,-6.70879,-7.3744,-75.56152,18.98193,0.06104
200,2.06866,-7.0392,-6.74231,-12.87842,-15.31982,-13.42773,2.45654,-7.43666,-6.9578,-52.4292,4.27246,31.12793
300,-0.39266,-4.28099,-4.80773,-15.01465,-15.625,-11.96289,-0.42139,-3.96015,-5.71277,-55.54199,35.15625,22.3999
400,-0.36393,-7.47018,-6.06233,-15.01465,-15.50293,-8.97217,0.14366,-7.47018,-6.90034,49.01123,42.96875,-54.99268
500,4.28099,-6.704,-5.51644,-15.38086,-16.35742,-9.0332,4.75984,-7.40314,-5.97614,-23.4375,22.94922,-23.31543
600,1.41742,-7.3361,-7.21159,-13.18359,-18.43262,-7.50732,1.72868,-7.77186,-7.14455,-39.73389,11.04736,-9.82666
700,2.49006,-6.50288,-6.28261,-12.08496,-18.43262,-5.37109,2.90188,-7.66172,-6.86682,-30.82275,7.87354,-7.20215
800,0.50759,-2.59541,-4.09902,-12.45117,-18.79883,-4.27246,0.42618,-2.32246,-4.7359,15.93018,16.41846,-0.12207
900,5.19081,-12.81422,-9.27068,-13.91602,-19.22607,-3.41797,6.20599,-15.91722,-7.82453,61.4624,5.92041,-93.32275
1000,4.00325,-4.79815,-4.24268,-13.18359,-20.01953,-4.88281,3.81649,-6.3305,-5.00406,21.05713,-8.17871,-25.87891
1100,0.34478,-4.52041,-3.88832,-10.31494,-20.56885,-5.61523,0.51238,-5.31532,-5.05673,16.05225,-9.82666,-17.27295
1200,3.00722,-8.49493,-7.69045,-9.94873,-20.69092,-6.34766,3.2706,-8.72478,-6.94822,-2.62451,11.2915,5.85938
1300,2.32725,-7.01047,-5.87079,-8.48389,-20.69092,-5.61523,2.64329,-7.85326,-6.06712,-75.80566,13.85498,16.05225
1400,2.03993,-3.17961,-5.60263,-9.94873,-21.05713,-2.99072,2.24584,-3.37594,-6.52204,-3.2959,7.14111,25.14648
1500,4.52041,-11.39681,-7.84368,-12.08496,-20.01953,-2.01416,4.88435,-12.45987,-5.92347,10.19287,6.65283,30.33447
1600,1.57065,-4.99927,-5.45897,-12.08496,-20.69092,-2.44141,1.74304,-4.91787,-5.31532,19.65332,-48.88916,53.10059
1700,-1.33122,-5.65052,-4.30014,-11.41357,-19.22607,-4.57764,-1.54192,-6.68006,-4.61619,52.24609,-28.86963,-6.83594
1800,2.82526,-8.22677,-6.89555,-12.87842,-18.79883,-5.7373,3.90269,-9.79263,-8.15973,58.89893,-5.49316,-31.92139
1900,2.5571,-7.98734,-4.27141,-12.45117,-18.79883,-7.56836,2.63372,-7.65693,-4.72632,-60.91309,-10.98633,32.4707
2000,1.49404,-4.13733,-4.82688,-13.18359,-20.01953,-6.71387,1.85797,-5.09025,-5.66009,-3.35693,7.26318,28.9917
2100,1.57065,-9.72081,-7.65214,-13.91602,-18.55469,-5.92041,1.75262,-10.85091,-7.53243,-20.38574,26.12305,20.69092
2200,0.00958,-7.52764,-6.48373,-13.5498,-18.79883,-4.45557,0.52195,-7.72397,-6.76147,-38.57422,56.82373,1.77002
