timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,3.26581,-0.7949,-8.69605,6.53076,-20.87402,-9.82666,2.88751,-1.21151,-10.01291,-0.79346,0.24414,-3.78418
100,2.23148,-1.15883,-9.00252,6.53076,-20.87402,-9.64355,1.94416,-0.77575,-9.94587,6.46973,-0.24414,7.62939
200,2.60498,-1.35996,-8.99294,5.7373,-22.33887,-10.74219,2.34161,-1.18757,-10.35769,5.49316,7.62939,2.0752
300,2.81568,-1.26418,-9.04083,6.10352,-21.24023,-9.82666,2.53794,-1.07264,-9.98418,-2.62451,2.2583,-8.42285
400,3.23708,-1.27376,-8.91633,6.10352,-21.24023,-9.52148,2.95455,-1.36953,-10.1853,0.73242,0.18311,-1.0376
500,2.79653,-1.17799,-8.94506,5.7373,-20.87402,-9.82666,2.514,-0.99123,-9.90756,-3.11279,-4.39453,0.0
600,2.26978,-1.01518,-8.62901,6.53076,-21.66748,-10.74219,1.96332,-0.79011,-9.93629,4.21143,5.79834,4.69971
700,2.26978,-1.44615,-9.29941,6.10352,-21.24023,-9.64355,1.98726,-1.37911,-10.1853,5.43213,2.99072,-6.65283
800,3.4765,-1.54192,-8.70563,6.10352,-20.87402,-10.43701,3.25623,-1.34559,-9.93629,-9.70459,-7.08008,-14.03809
900,3.23708,-0.82363,-8.70563,7.20215,-20.56885,-9.94873,2.94497,-1.03912,-9.96023,-2.62451,3.23486,-2.44141
1000,2.18359,-1.17799,-8.91633,6.53076,-22.03369,-9.94873,1.82924,-1.06785,-9.98418,7.14111,0.67139,7.44629
1100,2.61456,-1.20672,-9.05041,6.40869,-20.87402,-9.64355,2.45175,-1.08222,-10.23318,-0.91553,4.21143,-8.91113
1200,2.94018,-1.13968,-8.96421,6.40869,-21.24023,-10.43701,2.7678,-1.07743,-10.03206,0.79346,6.16455,-5.67627
1300,3.15088,-1.41742,-8.89717,6.04248,-20.87402,-9.64355,2.86836,-1.47967,-9.95545,-3.66211,-2.0752,-5.7373
1400,2.90188,-1.05349,-8.99294,5.61523,-21.66748,-9.64355,2.55231,-1.00081,-10.08474,0.0,-2.92969,2.31934
