timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,-116.0,680.0,776.0,,,,,,,,,
100,-108.0,704.0,784.0,,,,,,,,,
200,-104.0,704.0,776.0,,,,,,,,,
300,-92.0,680.0,800.0,,,,,,,,,
400,-68.0,684.0,804.0,,,,,,,,,
500,-56.0,696.0,796.0,,,,,,,,,
600,-64.0,692.0,788.0,,,,,,,,,
700,-48.0,680.0,832.0,,,,,,,,,
800,-24.0,680.0,796.0,,,,,,,,,
900,-28.0,676.0,800.0,,,,,,,,,
1000,-20.0,668.0,796.0,,,,,,,,,
1100,-24.0,684.0,804.0,,,,,,,,,
1200,-28.0,688.0,812.0,,,,,,,,,
1300,-28.0,680.0,808.0,,,,,,,,,
1400,-16.0,680.0,816.0,,,,,,,,,
1500,-4.0,680.0,804.0,,,,,,,,,
1600,-12.0,680.0,808.0,,,,,,,,,
1700,0.0,668.0,784.0,,,,,,,,,
1800,16.0,652.0,792.0,,,,,,,,,
1900,28.0,660.0,836.0,,,,,,,,,
2000,36.0,680.0,816.0,,,,,,,,,
2100,64.0,648.0,780.0,,,,,,,,,
2200,52.0,656.0,784.0,,,,,,,,,
2300,44.0,648.0,792.0,,,,,,,,,
2400,28.0,628.0,780.0,,,,,,,,,
2500,24.0,608.0,776.0,,,,,,,,,
2600,-52.0,568.0,888.0,,,,,,,,,
2700,-116.0,548.0,936.0,,,,,,,,,
2800,-176.0,576.0,916.0,,,,,,,,,
2900,-228.0,616.0,888.0,,,,,,,,,
3000,-240.0,628.0,892.0,,,,,,,,,
3100,-252.0,568.0,912.0,,,,,,,,,
3200,-244.0,520.0,888.0,,,,,,,,,
3300,-220.0,508.0,868.0,,,,,,,,,
3400,-184.0,508.0,868.0,,,,,,,,,
3500,-188.0,520.0,844.0,,,,,,,,,
3600,-184.0,520.0,864.0,,,,,,,,,
3700,-192.0,528.0,872.0,,,,,,,,,
3800,-196.0,544.0,892.0,,,,,,,,,
3900,-204.0,548.0,912.0,,,,,,,,,
4000,-204.0,532.0,928.0,,,,,,,,,
4100,-192.0,512.0,932.0,,,,,,,,,
4200,-200.0,504.0,880.0,,,,,,,,,
4300,-180.0,496.0,856.0,,,,,,,,,
4400,-124.0,524.0,884.0,,,,,,,,,
4500,-132.0,568.0,876.0,,,,,,,,,
4600,-164.0,560.0,836.0,,,,,,,,,
4700,-180.0,516.0,864.0,,,,,,,,,
4800,-116.0,628.0,928.0,,,,,,,,,
4900,-56.0,716.0,916.0,,,,,,,,,
5000,-84.0,632.0,936.0,,,,,,,,,
5100,-72.0,544.0,860.0,,,,,,,,,
5200,-20.0,600.0,740.0,,,,,,,,,
5300,76.0,656.0,724.0,,,,,,,,,
5400,72.0,644.0,744.0,,,,,,,,,
5500,104.0,664.0,800.0,,,,,,,,,
5600,120.0,700.0,744.0,,,,,,,,,
5700,152.0,672.0,756.0,,,,,,,,,
5800,144.0,632.0,748.0,,,,,,,,,
5900,128.0,648.0,736.0,,,,,,,,,
6000,76.0,676.0,772.0,,,,,,,,,
6100,4.0,664.0,872.0,,,,,,,,,
6200,-52.0,572.0,924.0,,,,,,,,,
6300,-72.0,544.0,920.0,,,,,,,,,
6400,-92.0,588.0,892.0,,,,,,,,,
6500,-168.0,600.0,840.0,,,,,,,,,
6600,-212.0,480.0,808.0,,,,,,,,,
6700,-296.0,308.0,948.0,,,,,,,,,
6800,-372.0,412.0,744.0,,,,,,,,,
6900,-492.0,520.0,828.0,,,,,,,,,
7000,-520.0,536.0,848.0,,,,,,,,,
7100,-508.0,564.0,792.0,,,,,,,,,
7200,-544.0,544.0,756.0,,,,,,,,,
7300,-556.0,288.0,744.0,,,,,,,,,
7400,-608.0,360.0,760.0,,,,,,,,,
7500,-588.0,664.0,788.0,,,,,,,,,
7600,-568.0,840.0,784.0,,,,,,,,,
7700,-536.0,824.0,872.0,,,,,,,,,
7800,-392.0,628.0,960.0,,,,,,,,,
7900,-312.0,536.0,632.0,,,,,,,,,
8000,-132.0,332.0,724.0,,,,,,,,,
8100,20.0,380.0,764.0,,,,,,,,,
8200,92.0,480.0,892.0,,,,,,,,,
8300,100.0,632.0,868.0,,,,,,,,,
8400,84.0,628.0,832.0,,,,,,,,,
8500,92.0,592.0,860.0,,,,,,,,,
8600,92.0,636.0,816.0,,,,,,,,,
8700,116.0,624.0,876.0,,,,,,,,,
8800,116.0,632.0,876.0,,,,,,,,,
8900,156.0,680.0,768.0,,,,,,,,,
9000,128.0,684.0,724.0,,,,,,,,,
9100,120.0,700.0,788.0,,,,,,,,,
9200,100.0,724.0,692.0,,,,,,,,,
9300,88.0,704.0,744.0,,,,,,,,,
9400,12.0,656.0,844.0,,,,,,,,,
9500,8.0,620.0,896.0,,,,,,,,,
9600,-68.0,628.0,816.0,,,,,,,,,
9700,-184.0,672.0,720.0,,,,,,,,,
9800,-216.0,648.0,1068.0,,,,,,,,,
9900,-156.0,516.0,1068.0,,,,,,,,,
10000,-116.0,484.0,876.0,,,,,,,,,
10100,-68.0,492.0,844.0,,,,,,,,,
10200,-8.0,536.0,848.0,,,,,,,,,
10300,52.0,440.0,832.0,,,,,,,,,
10400,88.0,348.0,808.0,,,,,,,,,
10500,44.0,496.0,732.0,,,,,,,,,
10600,80.0,636.0,824.0,,,,,,,,,
10700,-16.0,804.0,736.0,,,,,,,,,
10800,12.0,608.0,772.0,,,,,,,,,
10900,-64.0,556.0,532.0,,,,,,,,,
11000,-172.0,616.0,672.0,,,,,,,,,
11100,-336.0,532.0,604.0,,,,,,,,,
11200,-796.0,552.0,720.0,,,,,,,,,
11300,-1020.0,480.0,1680.0,,,,,,,,,
11400,-724.0,604.0,1360.0,,,,,,,,,
11500,-952.0,932.0,948.0,,,,,,,,,
11600,-396.0,940.0,744.0,,,,,,,,,
11700,-260.0,624.0,904.0,,,,,,,,,
11800,-272.0,416.0,936.0,,,,,,,,,
11900,-148.0,448.0,896.0,,,,,,,,,
12000,-148.0,472.0,748.0,,,,,,,,,
12100,-592.0,344.0,2040.0,,,,,,,,,
12200,-412.0,472.0,792.0,,,,,,,,,
12300,-284.0,552.0,804.0,,,,,,,,,
12400,-248.0,568.0,816.0,,,,,,,,,
12500,-248.0,516.0,856.0,,,,,,,,,
12600,-248.0,548.0,836.0,,,,,,,,,
12700,-260.0,584.0,852.0,,,,,,,,,
12800,-256.0,600.0,852.0,,,,,,,,,
12900,-252.0,584.0,836.0,,,,,,,,,
13000,-224.0,528.0,896.0,,,,,,,,,
13100,-172.0,524.0,836.0,,,,,,,,,
13200,-148.0,528.0,888.0,,,,,,,,,
13300,-128.0,544.0,844.0,,,,,,,,,
13400,-96.0,572.0,848.0,,,,,,,,,
13500,-72.0,552.0,908.0,,,,,,,,,
13600,-84.0,556.0,920.0,,,,,,,,,
13700,-96.0,580.0,916.0,,,,,,,,,
13800,-88.0,616.0,904.0,,,,,,,,,
13900,-60.0,644.0,868.0,,,,,,,,,
14000,-28.0,644.0,824.0,,,,,,,,,
14100,4.0,644.0,764.0,,,,,,,,,
14200,32.0,712.0,656.0,,,,,,,,,
14300,120.0,748.0,748.0,,,,,,,,,
14400,124.0,676.0,752.0,,,,,,,,,
14500,136.0,680.0,756.0,,,,,,,,,
14600,116.0,688.0,728.0,,,,,,,,,
14700,196.0,728.0,772.0,,,,,,,,,
14800,196.0,676.0,780.0,,,,,,,,,
14900,236.0,680.0,788.0,,,,,,,,,
15000,240.0,668.0,784.0,,,,,,,,,
15100,224.0,684.0,784.0,,,,,,,,,
15200,200.0,688.0,788.0,,,,,,,,,
15300,208.0,676.0,788.0,,,,,,,,,
15400,200.0,668.0,784.0,,,,,,,,,
15500,212.0,628.0,800.0,,,,,,,,,
15600,200.0,620.0,840.0,,,,,,,,,
15700,224.0,596.0,872.0,,,,,,,,,
15800,244.0,652.0,760.0,,,,,,,,,
15900,272.0,676.0,672.0,,,,,,,,,
16000,316.0,660.0,740.0,,,,,,,,,
16100,300.0,668.0,776.0,,,,,,,,,
16200,276.0,652.0,748.0,,,,,,,,,
16300,328.0,608.0,728.0,,,,,,,,,
16400,340.0,652.0,744.0,,,,,,,,,
16500,320.0,676.0,784.0,,,,,,,,,
16600,336.0,648.0,744.0,,,,,,,,,
16700,316.0,656.0,720.0,,,,,,,,,
16800,328.0,684.0,668.0,,,,,,,,,
16900,344.0,688.0,712.0,,,,,,,,,
17000,344.0,696.0,744.0,,,,,,,,,
17100,312.0,684.0,732.0,,,,,,,,,
17200,336.0,664.0,764.0,,,,,,,,,
17300,340.0,644.0,704.0,,,,,,,,,
17400,360.0,644.0,776.0,,,,,,,,,
17500,316.0,620.0,744.0,,,,,,,,,
17600,368.0,592.0,664.0,,,,,,,,,
17700,408.0,612.0,720.0,,,,,,,,,
17800,368.0,644.0,788.0,,,,,,,,,
17900,300.0,692.0,808.0,,,,,,,,,
18000,292.0,708.0,772.0,,,,,,,,,
18100,312.0,708.0,844.0,,,,,,,,,
18200,308.0,732.0,884.0,,,,,,,,,
18300,276.0,688.0,692.0,,,,,,,,,
18400,300.0,652.0,440.0,,,,,,,,,
18500,420.0,652.0,512.0,,,,,,,,,
18600,432.0,716.0,640.0,,,,,,,,,
18700,336.0,752.0,712.0,,,,,,,,,
18800,344.0,736.0,768.0,,,,,,,,,
18900,336.0,688.0,916.0,,,,,,,,,
19000,304.0,652.0,836.0,,,,,,,,,
19100,312.0,648.0,744.0,,,,,,,,,
19200,320.0,620.0,704.0,,,,,,,,,
19300,336.0,684.0,724.0,,,,,,,,,
19400,280.0,752.0,732.0,,,,,,,,,
19500,292.0,720.0,804.0,,,,,,,,,
19600,288.0,628.0,840.0,,,,,,,,,
19700,252.0,668.0,820.0,,,,,,,,,
19800,280.0,604.0,788.0,,,,,,,,,
