timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,100.0,620.0,804.0,,,,,,,,,
100,68.0,640.0,800.0,,,,,,,,,
200,48.0,628.0,884.0,,,,,,,,,
300,44.0,616.0,888.0,,,,,,,,,
400,76.0,628.0,860.0,,,,,,,,,
500,104.0,616.0,868.0,,,,,,,,,
600,120.0,596.0,868.0,,,,,,,,,
700,136.0,612.0,812.0,,,,,,,,,
800,164.0,624.0,840.0,,,,,,,,,
900,168.0,596.0,840.0,,,,,,,,,
1000,160.0,596.0,836.0,,,,,,,,,
1100,176.0,608.0,824.0,,,,,,,,,
1200,172.0,608.0,844.0,,,,,,,,,
1300,168.0,612.0,848.0,,,,,,,,,
1400,172.0,608.0,848.0,,,,,,,,,
1500,160.0,616.0,852.0,,,,,,,,,
1600,156.0,608.0,824.0,,,,,,,,,
1700,156.0,612.0,860.0,,,,,,,,,
1800,152.0,608.0,836.0,,,,,,,,,
1900,140.0,636.0,840.0,,,,,,,,,
2000,132.0,616.0,848.0,,,,,,,,,
2100,136.0,604.0,848.0,,,,,,,,,
2200,144.0,620.0,832.0,,,,,,,,,
2300,152.0,600.0,852.0,,,,,,,,,
2400,152.0,592.0,872.0,,,,,,,,,
2500,144.0,596.0,848.0,,,,,,,,,
2600,152.0,592.0,856.0,,,,,,,,,
2700,152.0,592.0,832.0,,,,,,,,,
2800,140.0,600.0,832.0,,,,,,,,,
2900,108.0,604.0,864.0,,,,,,,,,
3000,112.0,612.0,840.0,,,,,,,,,
3100,116.0,620.0,816.0,,,,,,,,,
3200,100.0,608.0,832.0,,,,,,,,,
3300,112.0,580.0,840.0,,,,,,,,,
3400,60.0,612.0,868.0,,,,,,,,,
3500,36.0,624.0,940.0,,,,,,,,,
3600,12.0,604.0,892.0,,,,,,,,,
3700,32.0,604.0,876.0,,,,,,,,,
3800,16.0,608.0,868.0,,,,,,,,,
3900,20.0,592.0,860.0,,,,,,,,,
4000,32.0,592.0,860.0,,,,,,,,,
4100,32.0,616.0,856.0,,,,,,,,,
4200,40.0,588.0,796.0,,,,,,,,,
4300,16.0,560.0,816.0,,,,,,,,,
4400,-4.0,560.0,808.0,,,,,,,,,
4500,-40.0,580.0,836.0,,,,,,,,,
4600,-84.0,592.0,836.0,,,,,,,,,
4700,-160.0,592.0,844.0,,,,,,,,,
4800,-204.0,604.0,924.0,,,,,,,,,
4900,-236.0,636.0,972.0,,,,,,,,,
5000,-268.0,584.0,844.0,,,,,,,,,
5100,-236.0,572.0,840.0,,,,,,,,,
5200,-228.0,556.0,792.0,,,,,,,,,
5300,-240.0,540.0,752.0,,,,,,,,,
5400,-260.0,532.0,772.0,,,,,,,,,
5500,-308.0,524.0,808.0,,,,,,,,,
5600,-360.0,520.0,808.0,,,,,,,,,
5700,-412.0,488.0,820.0,,,,,,,,,
5800,-456.0,468.0,816.0,,,,,,,,,
5900,-488.0,476.0,768.0,,,,,,,,,
6000,-556.0,488.0,636.0,,,,,,,,,
6100,-616.0,448.0,648.0,,,,,,,,,
6200,-664.0,416.0,660.0,,,,,,,,,
6300,-704.0,412.0,664.0,,,,,,,,,
6400,-744.0,444.0,588.0,,,,,,,,,
6500,-768.0,496.0,688.0,,,,,,,,,
