timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,3.51481,-1.81008,-8.82055,-8.48389,7.32422,-18.79883,3.69678,-2.22669,-8.02565,7.20215,-4.3335,-3.66211
100,2.95934,-1.65685,-9.03125,-8.48389,6.5918,-19.22607,3.09342,-1.69516,-8.09269,-3.54004,3.78418,6.7749
200,2.92103,-1.52277,-8.64817,-8.48389,6.89697,-18.79883,3.06948,-2.00162,-7.73834,-0.24414,-2.38037,-12.26807
300,3.00722,-2.11655,-8.91633,-8.8501,6.89697,-19.59229,3.10778,-2.41344,-7.9634,5.12695,-7.93457,-1.09863
400,2.71033,-2.10697,-8.84929,-7.38525,6.89697,-19.22607,2.82047,-2.15486,-7.97298,-7.01904,1.58691,6.40869
500,3.17004,-1.3408,-8.85886,-8.48389,7.32422,-20.01953,3.38073,-1.73346,-7.98734,-5.7373,2.01416,-3.17383
600,3.17004,-2.63372,-8.01607,-8.05664,6.5918,-19.59229,3.53876,-2.90188,-7.23075,-1.0376,-4.76074,-8.23975
700,2.26978,-0.92898,-8.40874,-8.8501,7.32422,-18.79883,2.20274,-0.44055,-7.51327,-19.104,-0.42725,9.0332
800,3.17004,-2.61456,-9.02167,-7.08008,6.89697,-19.22607,3.52439,-3.37116,-7.90594,9.82666,3.479,-11.96289
900,2.53794,-1.91543,-8.87802,-8.17871,7.32422,-18.12744,2.70076,-1.5084,-8.04959,-9.15527,-1.34277,12.08496
1000,3.57228,-1.91543,-8.60028,-8.48389,6.5918,-18.79883,3.70157,-2.56668,-7.74312,-3.96729,0.42725,-9.33838
1100,2.84441,-1.93458,-8.87802,-8.17871,6.89697,-18.79883,2.96892,-2.29373,-8.12142,4.02832,-2.68555,1.58691
1200,2.14528,-2.00162,-8.8014,-8.05664,6.89697,-20.26367,2.37034,-1.68558,-7.81495,-5.24902,0.67139,3.66211
1300,3.27538,-1.83881,-9.09829,-7.38525,6.89697,-19.22607,3.5196,-2.24584,-8.03044,-6.04248,5.67627,-6.04248
1400,3.39031,-1.53234,-8.8014,-8.8501,6.89697,-18.79883,3.49087,-1.82445,-7.85805,-1.52588,-3.84521,-2.92969
1500,2.90188,-1.70473,-8.60028,-9.15527,6.5918,-18.12744,3.04074,-2.16922,-7.93946,11.53564,1.89209,0.18311
1600,2.91145,-2.20274,-8.79182,-8.48389,7.32422,-19.22607,3.04553,-2.81568,-7.9634,-0.85449,-3.35693,-6.22559
1700,2.79653,-1.90585,-8.96421,-7.38525,7.32422,-19.22607,2.98328,-1.83402,-8.1741,-6.95801,-1.40381,7.75146
