timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,2.62414,-2.52837,-8.90675,-1.83105,10.31494,-18.43262,2.62414,-2.63372,-7.78622,-4.94385,-0.12207,0.48828
100,2.33682,-2.64329,-8.83971,-2.62451,11.1084,-18.43262,2.33682,-2.99765,-7.80059,0.67139,3.84521,0.91553
200,2.71033,-2.8923,-8.51408,-1.52588,9.64355,-18.43262,3.06948,-3.1413,-7.98255,-0.85449,-7.20215,-7.08008
300,2.51879,-2.70076,-9.0121,-1.52588,10.31494,-18.43262,2.29373,-3.40946,-8.41831,0.91553,-1.52588,11.16943
400,1.82924,-2.37513,-8.54282,-1.15967,11.41357,-17.63916,1.95853,-1.9681,-7.69045,-11.23047,4.27246,2.92969
500,3.4382,-2.42302,-8.79182,-1.83105,10.31494,-18.79883,3.56749,-3.15088,-7.68566,-3.60107,3.78418,-15.31982
600,2.52837,-2.71991,-8.95463,-2.19727,10.31494,-19.104,2.60498,-2.78695,-8.09748,0.36621,-4.94385,8.05664
700,2.20274,-2.69118,-8.69605,-1.15967,10.31494,-18.43262,2.28415,-3.19398,-7.94903,-1.34277,-0.79346,-5.12695
800,2.78695,-2.70076,-8.47578,-2.19727,10.31494,-17.63916,2.89709,-3.45735,-7.73834,-2.80762,-6.53076,-4.94385
900,2.97849,-2.86357,-8.78225,-2.19727,11.1084,-18.79883,3.16046,-3.103,-7.89157,-3.54004,3.96729,1.52588
1000,2.41344,-2.44217,-8.8014,-2.62451,10.31494,-19.53125,2.48048,-2.63372,-7.69045,0.0,0.48828,3.23486
1100,2.53794,-2.90188,-8.57155,-2.19727,10.74219,-18.06641,2.61935,-3.15088,-7.84847,0.0,-2.01416,-6.7749
1200,1.74304,-3.20834,-9.10787,-1.83105,9.64355,-17.63916,1.90585,-2.85878,-7.85805,-9.15527,3.11279,10.37598
1300,3.4765,-2.36556,-8.54282,-1.15967,10.31494,-18.43262,3.78776,-2.54273,-7.56595,-8.60596,1.64795,-34.36279
1400,3.23708,-2.54752,-8.39916,-2.99072,9.94873,-18.06641,3.32806,-3.02159,-7.19244,-6.65283,-3.35693,-17.7002
1500,1.61854,-2.88272,-8.63859,-3.66211,9.94873,-18.06641,1.5946,-3.06948,-8.01128,-2.92969,-7.20215,-15.93018
1600,2.03993,-2.71991,-8.66732,-2.19727,10.31494,-18.79883,2.34161,-2.92103,-7.96819,-8.05664,2.38037,-39.73389
1700,3.03596,-2.5571,-8.89717,-3.66211,10.31494,-18.79883,3.21792,-2.88751,-7.93946,-6.65283,21.60645,-26.12305
1800,3.103,-1.98247,-8.81098,-3.96729,8.97217,-18.79883,3.31848,-2.28894,-7.61383,-21.85059,16.90674,-25.87891
1900,3.30412,-2.12613,-8.99294,-5.43213,9.27734,-19.104,3.25623,-2.62893,-7.9203,-12.02393,4.63867,-26.55029
2000,2.25063,-2.81568,-8.83971,-6.5918,8.54492,-18.06641,2.26021,-2.93061,-7.50848,-6.04248,8.42285,-4.21143
2100,3.18919,-2.45175,-8.3417,-6.5918,8.17871,-17.63916,3.59143,-2.8923,-7.51806,-10.37598,15.86914,-28.01514
2200,3.04553,-2.17401,-8.70563,-6.53076,7.50732,-18.43262,2.94497,-2.64808,-7.71439,-5.85938,4.63867,-7.69043
2300,2.24105,-2.65287,-8.83013,-8.05664,7.87354,-18.79883,2.35598,-2.8492,-7.81974,-1.40381,0.24414,-14.64844
2400,3.0168,-2.61456,-8.5907,-8.30078,7.08008,-18.06641,3.2275,-3.34242,-7.49891,-7.99561,-4.76074,-15.50293
2500,2.85399,-2.28894,-8.62901,-8.30078,7.08008,-17.63916,2.97849,-2.61456,-7.85805,-2.2583,1.2207,-2.01416
2600,2.73906,-2.26021,-8.99294,-7.99561,7.08008,-17.63916,2.88272,-2.53794,-7.96819,9.09424,7.69043,-11.59668
2700,3.32327,-2.29852,-8.87802,-8.66699,6.04248,-16.96777,3.50045,-2.63372,-8.10227,-5.00488,-7.14111,-6.28662
2800,2.36556,-2.11655,-8.91633,-8.66699,6.83594,-17.63916,2.37513,-2.56189,-7.99692,-0.85449,4.39453,9.70459
2900,2.86357,-2.33682,-8.72478,-7.56836,7.20215,-18.43262,3.13652,-2.37513,-7.76707,2.0752,3.11279,-11.35254
3000,3.34242,-2.1357,-8.63859,-8.97217,7.20215,-18.06641,3.42383,-2.70554,-7.56116,-9.64355,-1.64795,-1.28174
3100,2.25063,-2.12613,-8.86844,-8.66699,6.10352,-18.06641,2.42302,-2.18838,-8.18846,-0.73242,-4.27246,3.17383
3200,3.09342,-2.60498,-8.93548,-8.97217,5.7373,-17.33398,3.23708,-3.23229,-8.17888,-1.89209,-7.93457,-14.34326
3300,2.75822,-2.10697,-8.65774,-8.30078,7.20215,-18.06641,2.91624,-1.94895,-7.93467,-11.84082,1.46484,10.25391
3400,2.86357,-2.2219,-8.62901,-8.66699,6.83594,-18.79883,3.02159,-2.56189,-7.84847,0.61035,4.08936,-5.7373
3500,2.82526,-2.58583,-8.65774,-9.33838,6.53076,-17.33398,3.0599,-2.70076,-7.61383,-0.36621,-6.95801,-0.85449
3600,2.6816,-2.45175,-8.81098,-8.97217,6.83594,-18.06641,2.71991,-3.03117,-8.01607,-1.40381,2.80762,-0.06104
3700,2.07824,-2.38471,-8.49493,-8.97217,6.53076,-16.96777,2.24584,-2.23626,-7.64735,-3.05176,5.61523,-0.18311
3800,3.352,-2.16444,-8.83971,-8.30078,6.53076,-17.33398,3.4765,-2.64808,-7.79101,-7.62939,1.09863,-3.72314
