timestamp,BNO055_AX,BNO055_AY,BNO055_AZ,BNO055_GX,BNO055_GY,BNO055_GZ,MPU9250_AX,MPU9250_AY,MPU9250_AZ,MPU9250_GX,MPU9250_GY,MPU9250_GZ
0,4.29056,2.8061,-7.86284,21.05713,5.85938,-2.19727,4.45337,2.78216,-8.23156,3.66211,4.45557,2.2583
100,4.29056,2.95934,-7.9203,20.26367,5.85938,-4.08936,4.4438,2.9737,-8.27944,2.38037,2.86865,-0.54932
200,4.15648,2.8923,-7.95861,19.59229,6.53076,-3.2959,4.31451,2.82047,-8.32254,4.27246,3.23486,1.58691
300,4.19479,2.88272,-7.88199,19.59229,5.85938,-3.66211,4.33845,2.87793,-8.23156,3.54004,3.72314,1.09863
400,4.15648,3.00722,-7.88199,20.01953,6.53076,-2.92969,4.31929,2.96413,-8.29381,3.35693,2.44141,-0.97656
500,4.2331,2.84441,-7.83411,20.01953,6.22559,-2.92969,4.42464,2.79653,-8.26029,4.21143,1.64795,0.36621
600,4.07987,2.8923,-7.85326,19.59229,5.85938,-3.66211,4.26662,2.8492,-8.30339,2.86865,0.85449,0.54932
700,4.08944,2.96892,-7.97776,19.59229,6.22559,-4.08936,4.26662,2.90188,-8.43268,2.86865,2.13623,0.0
800,4.11817,2.91145,-7.82453,19.59229,6.22559,-3.2959,4.30014,2.84441,-8.2555,4.15039,3.11279,-0.36621
900,4.26183,2.95934,-8.03523,18.9209,5.06592,-2.92969,4.42943,2.88272,-8.36564,2.50244,1.34277,0.61035
1000,4.22352,2.85399,-7.92988,19.59229,5.43213,-3.2959,4.40549,2.79653,-8.30339,3.41797,-0.36621,0.85449
1100,4.01283,2.81568,-7.97776,20.69092,6.22559,-2.92969,4.17085,2.75343,-8.42789,3.54004,0.48828,1.09863
1200,4.16606,2.86357,-7.97776,21.05713,6.22559,-4.39453,4.28099,2.88272,-8.38,1.28174,4.63867,2.80762
1300,4.15648,3.16046,-7.73834,18.55469,5.85938,-2.62451,4.34324,2.92103,-8.56676,-1.0376,2.44141,-3.23486
1400,4.22352,2.56668,-8.01607,20.26367,6.53076,-3.66211,4.42464,2.39429,-8.10227,3.78418,1.89209,0.79346
1500,4.25225,2.72949,-7.43187,18.55469,6.22559,-4.39453,4.30972,3.02638,-7.4606,-0.85449,-4.08936,0.36621
1600,4.08944,2.6816,-8.26508,20.01953,5.43213,-3.2959,4.22831,2.65766,-8.56197,0.85449,-4.08936,1.77002
1700,4.14691,2.49964,-8.38,21.48438,5.06592,-3.2959,4.27141,2.79653,-7.75749,2.0752,-0.97656,3.72314
1800,4.09902,2.65287,-7.53722,20.69092,6.22559,-2.19727,4.27141,2.49006,-8.09748,0.97656,0.12207,2.31934
1900,4.09902,2.11655,-7.82453,19.59229,6.22559,-2.92969,4.28099,1.83881,-8.20283,-3.60107,2.44141,8.66699
2000,4.39591,2.35598,-8.33212,20.01953,5.85938,-3.2959,4.68323,2.47569,-8.86844,-7.69043,6.22559,12.02393
2100,4.00325,2.08782,-8.03523,19.22607,5.06592,-2.92969,4.19479,2.06866,-8.55718,-10.37598,7.14111,-2.62451
2200,4.12775,2.08782,-7.85326,20.01953,4.76074,-3.66211,4.4438,1.82445,-8.17888,-12.45117,8.72803,-1.28174
2300,5.00885,2.39429,-7.95861,20.01953,6.22559,-2.92969,5.29137,2.29373,-8.37522,2.56348,3.479,11.35254
2400,4.60661,1.17799,-8.12142,19.59229,4.76074,-3.2959,4.93702,1.02954,-8.5907,2.50244,-7.69043,-14.46533
2500,4.61619,0.92898,-8.41831,20.26367,4.39453,-4.39453,4.84604,0.40703,-8.75351,-2.31934,-6.16455,-5.24902
2600,3.75424,1.11095,-8.22677,20.26367,5.06592,-2.62451,3.93142,1.01997,-8.62422,-13.12256,-4.57764,11.96289
2700,3.76382,1.95374,-8.75351,21.48438,4.76074,-2.92969,4.04635,2.11655,-9.41913,-19.77539,-0.42725,0.36621
2800,4.5683,1.47488,-8.90675,19.59229,4.76074,-2.62451,4.93702,1.03433,-9.48617,21.1792,8.23975,-2.13623
2900,4.40549,0.57463,-7.92988,22.15576,4.08936,-2.92969,4.71196,0.59378,-8.31296,10.92529,9.52148,9.09424
3000,4.30014,1.77177,-7.84368,18.9209,5.06592,-4.08936,4.50605,1.7622,-7.89636,-4.69971,0.61035,0.24414
3100,4.0224,1.90585,-8.15973,19.59229,4.76074,-3.66211,4.15169,1.73825,-8.72957,7.56836,0.24414,-8.8501
3200,4.22352,1.25461,-8.16931,19.22607,5.06592,-3.2959,4.49168,0.97208,-8.5907,15.93018,-0.18311,0.12207
3300,4.47253,0.97687,-7.91072,19.59229,4.76074,-2.92969,4.75984,0.95293,-8.25071,5.06592,1.83105,-0.30518
3400,4.4438,1.69516,-8.21719,19.59229,6.22559,-1.83105,4.66886,1.5946,-8.66253,-0.42725,-4.02832,1.2207
3500,4.36718,1.82924,-8.11184,20.69092,5.06592,-2.62451,4.59224,1.68079,-8.49014,5.98145,2.44141,3.05176
3600,4.26183,1.36953,-8.15973,20.01953,4.39453,-2.62451,4.49168,1.25461,-8.60986,7.44629,2.56348,0.67139
3700,4.33845,1.52277,-8.12142,19.59229,5.06592,-2.62451,4.55872,1.42221,-8.39437,3.2959,4.63867,-0.06104
3800,4.50126,1.58023,-8.22677,19.59229,5.06592,-3.2959,4.76942,1.3839,-8.60986,5.49316,2.50244,1.34277
3900,4.42464,1.49404,-8.17888,20.69092,5.06592,-3.66211,4.67365,1.39348,-8.42789,3.72314,1.46484,1.89209
4000,4.28099,1.71431,-8.08311,21.48438,5.06592,-2.19727,4.49647,1.57544,-8.5093,3.23486,0.79346,-0.30518
4100,4.31929,1.56108,-8.08311,18.9209,5.06592,-3.66211,4.56351,1.40305,-8.49972,6.40869,2.80762,1.40381
4200,4.4438,1.51319,-8.17888,18.9209,5.06592,-2.92969,4.68323,1.38869,-8.4662,5.00488,0.73242,0.85449
4300,4.41507,1.59938,-8.19804,19.22607,4.76074,-2.92969,4.6928,1.51798,-8.45183,4.27246,0.61035,-0.36621
4400,4.3576,1.58981,-7.96819,19.22607,5.06592,-3.66211,4.6114,1.35038,-8.48535,4.21143,2.31934,1.77002
4500,4.4438,1.58981,-8.44704,21.48438,5.06592,-2.62451,4.76942,1.53234,-8.5907,3.23486,0.79346,-1.34277
4600,4.18521,1.59938,-7.78622,20.26367,4.39453,-4.08936,4.46295,1.01039,-8.46141,5.7373,3.90625,3.23486
4700,4.28099,1.65685,-7.68087,20.69092,5.06592,-2.62451,4.47732,1.13968,-8.74394,2.86865,4.21143,-0.24414
4800,4.26183,1.57065,-8.31296,19.59229,4.76074,-2.92969,4.39112,1.63769,-7.67608,1.09863,2.44141,1.0376
4900,4.29056,1.47488,-8.01607,20.69092,5.43213,-2.92969,4.46295,1.58502,-7.99213,3.54004,2.56348,5.49316
5000,4.0224,1.37911,-7.87242,19.22607,5.43213,-2.92969,4.14691,1.27376,-8.35127,-2.01416,4.27246,1.83105
5100,4.25225,1.65685,-8.02565,19.22607,4.39453,-2.62451,4.5252,1.4653,-8.79661,-2.86865,6.71387,0.97656
5200,4.07029,1.54192,-8.21719,20.01953,5.43213,-3.66211,4.30014,1.33122,-8.5907,2.50244,9.46045,-0.67139
5300,3.87875,1.17799,-8.50451,19.22607,4.76074,-3.66211,4.15648,0.99123,-9.01689,3.72314,9.8877,-1.2207
5400,3.94579,1.10137,-8.70563,20.26367,4.76074,-4.08936,4.18521,0.83321,-9.02646,-1.95312,10.43701,1.28174
5500,4.08944,1.06306,-8.41831,19.59229,5.43213,-4.08936,4.30014,0.6704,-8.70563,5.00488,-1.77002,15.68604
5600,4.08944,0.90983,-8.15973,21.48438,4.76074,-4.76074,4.31929,0.59378,-8.33212,6.34766,-13.06152,20.20264
5700,4.30014,0.89067,-8.51408,20.01953,4.76074,-4.39453,4.6114,0.62251,-9.08393,7.62939,-12.02393,30.27344
5800,4.08944,0.72786,-9.02167,20.75195,2.92969,-4.08936,4.18043,0.74702,-9.44786,8.23975,-4.5166,27.03857
5900,4.19479,0.78533,-9.28983,21.54541,1.15967,-2.62451,4.63055,0.46449,-10.08953,8.11768,1.0376,24.41406
6000,4.1086,0.58421,-8.66732,21.85059,1.15967,-2.62451,4.12296,0.66082,-8.64338,8.60596,9.82666,23.62061
6100,4.98969,0.22027,-8.74394,19.28711,0.0,-2.62451,5.33926,-0.56984,-8.20762,13.48877,25.20752,0.30518
6200,4.91308,0.23943,-8.63859,21.72852,0.0,-3.66211,4.75984,0.21549,-8.15015,8.17871,10.80322,22.58301
6300,4.70238,1.18757,-8.33212,20.26367,-0.54932,-4.39453,4.86998,1.41742,-8.54282,4.27246,4.15039,3.60107
6400,3.8979,1.0056,-8.02565,19.59229,-0.97656,-4.08936,4.11339,0.86194,-8.46141,16.54053,-6.46973,-6.46973
6500,3.63932,0.0,-8.43747,19.22607,-0.67139,-3.2959,3.86438,-0.48843,-8.85886,15.38086,1.09863,-3.60107
6600,3.63932,0.47886,-8.55239,20.08057,0.0,-3.2959,3.93142,0.32083,-9.01689,0.30518,5.67627,6.7749
6700,4.01283,1.07264,-8.64817,20.08057,-0.36621,-3.2959,4.2762,0.97208,-8.93548,1.95312,6.71387,4.21143
6800,4.42464,0.60336,-8.50451,18.55469,-0.36621,-4.08936,4.70238,0.24422,-8.64817,11.04736,-2.92969,2.01416
6900,4.50126,0.35435,-8.48535,18.9209,0.24414,-4.08936,4.74069,0.1676,-9.15575,9.82666,-0.24414,5.12695
7000,4.54915,0.83321,-8.51408,19.59229,-0.67139,-4.08936,4.8604,0.40224,-8.40395,12.26807,-19.16504,20.32471
7100,4.47253,0.83321,-7.72876,21.05713,-0.36621,-2.19727,4.75984,0.87631,-8.19325,22.33887,-13.42773,28.07617
7200,3.51481,0.84279,-8.74394,21.48438,-2.01416,-1.52588,3.69678,0.76138,-9.38561,14.16016,-2.2583,9.82666
7300,3.352,0.90025,-8.91633,20.01953,-1.70898,-2.99072,3.55312,0.61294,-9.61546,16.78467,2.92969,16.78467
7400,4.48211,0.91941,-8.15973,19.59229,-2.80762,-3.78418,4.89871,1.08701,-8.50451,17.33398,10.68115,18.43262
7500,5.47813,1.06306,-7.96819,20.26367,-3.60107,-2.92969,5.78939,1.23545,-8.09748,13.73291,13.00049,-0.06104
7600,4.03198,0.94814,-8.47578,18.55469,-2.92969,-3.2959,4.30493,1.0487,-8.74873,-1.70898,1.70898,-24.71924
7700,4.39591,1.28334,-7.55637,20.01953,-1.83105,-3.41797,4.74548,0.92419,-8.24114,-9.46045,7.01904,-26.55029
7800,5.59305,1.14926,-7.82453,20.01953,-0.67139,-3.78418,5.866,1.09179,-7.81016,14.16016,22.94922,-12.08496
7900,4.30014,0.90025,-8.24592,20.01953,-0.67139,-4.45557,4.49647,0.838,-8.44226,-5.67627,2.19727,-25.5127
8000,3.6872,1.5515,-8.48535,20.26367,0.24414,-4.88281,3.87396,1.39826,-8.91633,-10.13184,-4.88281,-19.104
8100,3.30412,1.49404,-8.43747,20.69092,-0.06104,-4.88281,3.41904,1.20672,-9.00252,-4.21143,-1.0376,-12.81738
8200,3.79255,1.60896,-8.4662,19.59229,0.67139,-5.24902,4.05592,1.24982,-8.51408,0.67139,-2.13623,-7.8125
8300,3.96494,1.44615,-8.48535,18.9209,1.70898,-3.78418,4.14212,1.32644,-8.8445,-2.19727,2.74658,-10.74219
8400,3.21792,1.50361,-8.63859,18.9209,1.70898,-4.45557,3.40946,1.33601,-9.18449,-1.52588,-0.18311,-10.92529
8500,3.96494,1.41742,-8.52366,19.22607,0.67139,-4.15039,4.20437,1.08222,-8.94027,6.34766,2.19727,3.66211
8600,4.05113,1.32165,-8.30339,19.22607,1.34277,-4.45557,4.29056,1.26418,-8.82534,6.04248,0.73242,4.88281
8700,3.7734,1.52277,-8.58113,20.01953,1.70898,-4.45557,3.85959,1.47009,-9.05519,7.69043,-1.95312,0.73242
8800,3.97452,1.70473,-8.0065,20.01953,1.34277,-4.45557,4.32887,1.76698,-8.55718,1.89209,3.96729,8.23975
8900,3.78297,1.25461,-8.27466,20.26367,1.34277,-4.15039,3.93142,0.90025,-8.61943,11.04736,2.86865,1.0376
9000,3.98409,1.60896,-8.29381,19.59229,1.34277,-3.78418,4.09423,1.56108,-8.55239,4.45557,0.42725,1.28174
9100,3.85959,1.50361,-8.37043,17.82227,1.0376,-4.45557,4.05592,1.3408,-8.82055,4.76074,-0.85449,-0.85449
9200,3.94579,1.51319,-8.38,20.69092,1.34277,-4.15039,4.13254,1.43657,-8.78225,5.43213,0.67139,1.64795
9300,3.97452,1.37911,-8.27466,20.26367,1.0376,-4.88281,4.16127,1.24982,-8.73436,1.70898,2.68555,0.18311
9400,3.98409,1.58981,-8.31296,20.01953,1.34277,-3.78418,4.20437,1.47967,-8.73915,1.95312,2.74658,2.19727
9500,3.93621,1.53234,-8.43747,18.12744,1.0376,-3.41797,4.16606,1.44615,-8.88759,3.35693,1.58691,0.85449
9600,4.0224,1.51319,-8.44704,19.22607,1.0376,-3.41797,4.19958,1.31686,-8.88281,4.39453,1.28174,1.64795
9700,4.0224,1.48446,-8.35127,20.26367,1.34277,-5.24902,4.18043,1.3839,-8.6769,4.94385,2.0752,0.42725
9800,3.93621,1.52277,-8.35127,19.22607,1.34277,-4.45557,4.17564,1.33122,-8.73915,5.06592,1.2207,0.36621
9900,4.08944,1.41742,-8.28423,22.15576,1.34277,-4.45557,4.33366,1.30249,-8.64817,5.49316,1.34277,2.13623
10000,4.03198,1.59938,-8.28423,20.69092,0.67139,-3.41797,4.16127,1.51798,-8.69126,4.94385,0.48828,0.42725
10100,3.98409,1.59938,-8.43747,19.59229,1.34277,-5.61523,4.19958,1.39826,-8.78225,5.61523,1.58691,1.2207
10200,4.09902,1.53234,-8.29381,19.22607,0.67139,-3.78418,4.33366,1.41263,-8.69126,3.96729,1.89209,1.58691
10300,4.05113,1.64727,-8.3417,20.01953,1.34277,-4.15039,4.2331,1.48446,-8.78703,3.2959,1.28174,0.0
10400,4.1086,1.50361,-8.35127,21.05713,1.0376,-5.61523,4.2762,1.35517,-8.74873,3.60107,0.85449,0.61035
10500,4.07029,1.58981,-8.2555,20.69092,1.0376,-4.45557,4.30014,1.47967,-8.65774,4.27246,1.64795,0.48828
10600,4.04156,1.53234,-8.27466,20.01953,0.67139,-4.88281,4.2331,1.44136,-8.70084,4.08936,2.0752,0.30518
10700,4.09902,1.61854,-8.26508,22.15576,1.70898,-3.78418,4.28577,1.47967,-8.66732,3.78418,1.77002,1.34277
10800,4.06071,1.54192,-8.3417,21.48438,1.34277,-4.45557,4.28577,1.43178,-8.78225,4.21143,1.15967,1.09863
10900,4.07987,1.65685,-8.32254,19.59229,1.0376,-3.78418,4.28099,1.55629,-8.71999,2.74658,1.2207,1.77002
11000,4.07029,1.58023,-8.30339,21.05713,1.0376,-4.88281,4.31451,1.47967,-8.68647,4.45557,2.01416,0.67139
11100,3.99367,1.51319,-8.35127,20.01953,1.34277,-3.78418,4.26662,1.38869,-8.79661,3.35693,1.58691,0.18311
11200,4.03198,1.65685,-8.26508,21.48438,2.50244,-4.45557,4.22831,1.51319,-8.65295,3.35693,1.77002,-0.06104
11300,4.16606,1.59938,-8.49493,19.59229,0.67139,-4.45557,4.37197,1.48446,-8.8445,3.90625,1.40381,0.61035
11400,4.09902,1.50361,-8.2555,18.9209,0.67139,-3.78418,4.29056,1.40784,-8.62422,3.96729,2.44141,1.28174
11500,4.00325,1.60896,-8.3417,18.9209,1.34277,-4.88281,4.20437,1.41742,-8.76788,4.45557,2.0752,0.12207
11600,4.14691,1.50361,-8.29381,18.55469,2.13623,-5.24902,4.33366,1.35996,-8.64338,4.02832,2.44141,2.2583
11700,4.1086,1.58023,-8.30339,20.01953,1.34277,-3.78418,4.3576,1.50361,-8.6769,4.08936,1.52588,0.97656
11800,4.05113,1.56108,-8.27466,21.48438,1.34277,-5.24902,4.23789,1.41742,-8.69126,4.27246,1.58691,1.58691
11900,4.07987,1.59938,-8.31296,19.22607,1.34277,-4.88281,4.2762,1.4653,-8.68647,4.45557,0.97656,1.89209
12000,4.07029,1.47488,-8.32254,19.59229,1.34277,-2.99072,4.30493,1.3839,-8.76309,4.57764,1.40381,1.28174
12100,4.1086,1.58023,-8.2555,18.12744,1.70898,-4.45557,4.30493,1.42221,-8.65774,4.08936,1.83105,1.95312
12200,4.13733,1.60896,-8.27466,20.69092,1.70898,-4.88281,4.30972,1.44136,-8.60986,4.21143,1.70898,0.42725
12300,4.04156,1.57065,-8.24592,19.22607,1.0376,-4.15039,4.23789,1.47009,-8.6338,3.96729,1.64795,1.2207
12400,4.13733,1.57065,-8.30339,18.9209,1.0376,-4.15039,4.37676,1.43178,-8.74873,5.00488,1.89209,0.54932
12500,4.09902,1.51319,-8.20762,21.05713,1.0376,-4.45557,4.34324,1.32165,-8.58113,3.23486,1.28174,0.61035
12600,4.1086,1.71431,-8.39916,21.05713,0.67139,-5.24902,4.29056,1.57544,-8.81098,2.68555,0.42725,0.06104
12700,4.1086,1.45573,-8.28423,19.59229,0.67139,-2.99072,4.32408,1.3408,-8.72957,4.39453,1.64795,0.54932
12800,4.11817,1.58981,-8.2555,20.69092,1.0376,-4.88281,4.34324,1.44136,-8.58591,4.02832,1.89209,0.61035
12900,4.15648,1.57065,-8.29381,20.26367,1.34277,-3.78418,4.39112,1.45094,-8.71042,3.78418,1.89209,0.36621
13000,4.13733,1.58981,-8.31296,20.26367,1.0376,-4.15039,4.36718,1.48925,-8.68647,3.17383,1.70898,0.85449
